Stops,Price,Duration,Month,Airline,Departure-Time-Category
2,649.0,30.5,11,Other Airlines,11:00-5:00 PM
2,649.0,31.5,11,Other Airlines,11:00-5:00 PM
2,890.0,24.25,11,Other Airlines,5:00-11:00 AM
2,828.0,26.83,11,Air France,11:00-5:00 PM
2,896.0,24.25,11,Other Airlines,5:00-11:00 AM
1,1110.0,22.33,11,Emirates,11:00-5:00 PM
2,828.0,27.75,11,Air France,11:00-5:00 PM
2,678.0,31.0,11,British Airways,11:00-5:00 PM
2,859.0,26.17,11,Other Airlines,5:00-11:00 AM
2,788.0,30.83,11,Other Airlines,11:00-5:00 PM
2,828.0,28.75,11,Air France,11:00-5:00 PM
1,1132.0,22.33,11,Qantas Airways,11:00-5:00 PM
2,788.0,31.83,11,Other Airlines,11:00-5:00 PM
2,904.0,25.58,11,SWISS,5:00-11:00 PM
3,1961.0,27.0,11,KLM,5:00-11:00 PM
3,1998.0,26.75,11,KLM,5:00-11:00 PM
2,2791.0,26.83,11,Air France,11:00-5:00 PM
2,2966.0,26.08,11,KLM,5:00-11:00 PM
2,2791.0,27.75,11,Air France,11:00-5:00 PM
2,2966.0,27.0,11,KLM,5:00-11:00 PM
2,2966.0,30.08,11,KLM,11:00-5:00 PM
2,1337.0,27.25,11,Other Airlines,5:00-11:00 AM
2,828.0,26.83,11,Air France,11:00-5:00 PM
3,683.0,100.58,11,SWISS,5:00-11:00 PM
2,828.0,27.75,11,Air France,11:00-5:00 PM
2,907.0,25.58,11,SWISS,5:00-11:00 PM
1,1177.0,22.33,11,Qantas Airways,11:00-5:00 PM
2,838.0,30.42,11,Turkish Airlines,11:00-5:00 PM
2,983.0,24.83,11,SWISS,5:00-11:00 PM
1,1177.0,23.17,11,Qantas Airways,5:00-11:00 PM
2,983.0,25.75,11,SWISS,5:00-11:00 PM
1,1229.0,22.33,11,Emirates,11:00-5:00 PM
1,1229.0,23.17,11,Emirates,5:00-11:00 PM
2,840.0,34.58,11,Air France,5:00-11:00 AM
2,1027.0,26.08,11,British Airways,5:00-11:00 PM
2,904.0,31.33,11,SWISS,11:00-5:00 PM
2,840.0,34.58,11,Air France,5:00-11:00 AM
2,840.0,35.5,11,Air France,5:00-11:00 AM
2,1303.0,27.0,11,Other Airlines,5:00-11:00 AM
2,579.0,33.5,11,Other Airlines,11:00-5:00 PM
3,558.0,44.25,11,Other Airlines,11:00-5:00 PM
2,828.0,26.83,11,Air France,11:00-5:00 PM
2,650.0,30.25,11,Turkish Airlines,11:00-5:00 PM
2,828.0,27.75,11,Air France,11:00-5:00 PM
1,1146.0,22.33,11,Qantas Airways,11:00-5:00 PM
2,626.0,33.67,11,Other Airlines,11:00-5:00 PM
1,1146.0,22.33,11,Emirates,11:00-5:00 PM
2,843.0,30.5,11,Turkish Airlines,11:00-5:00 PM
1,1146.0,23.17,11,Qantas Airways,5:00-11:00 PM
1,1146.0,23.17,11,Emirates,5:00-11:00 PM
2,848.0,34.58,11,Air France,5:00-11:00 AM
2,843.0,32.67,11,Turkish Airlines,11:00-5:00 PM
2,1040.0,25.42,11,British Airways,5:00-11:00 PM
2,1023.0,27.17,11,KLM,5:00-11:00 PM
2,904.0,34.92,11,SWISS,5:00-11:00 AM
2,1264.0,27.0,11,Other Airlines,5:00-11:00 AM
2,828.0,26.83,11,Air France,11:00-5:00 PM
3,503.0,56.5,11,Other Airlines,5:00-11:00 PM
2,828.0,27.75,11,Air France,11:00-5:00 PM
2,904.0,25.58,11,SWISS,5:00-11:00 PM
1,1146.0,22.33,11,Qantas Airways,11:00-5:00 PM
1,1146.0,22.33,11,Emirates,11:00-5:00 PM
2,828.0,34.58,11,Air France,5:00-11:00 AM
2,912.0,26.83,11,Other Airlines,5:00-11:00 PM
1,1146.0,23.17,11,Emirates,5:00-11:00 PM
1,1146.0,23.17,11,Qantas Airways,5:00-11:00 PM
2,828.0,34.58,11,Air France,5:00-11:00 AM
2,983.0,25.75,11,SWISS,5:00-11:00 PM
2,828.0,35.5,11,Air France,5:00-11:00 AM
2,828.0,35.5,11,Air France,5:00-11:00 AM
2,816.0,37.42,11,British Airways,5:00-11:00 PM
2,904.0,30.92,11,SWISS,11:00-5:00 PM
2,904.0,25.58,11,SWISS,5:00-11:00 PM
2,828.0,26.83,11,Air France,11:00-5:00 PM
2,828.0,27.75,11,Air France,11:00-5:00 PM
1,1146.0,22.33,11,Qantas Airways,11:00-5:00 PM
1,1146.0,22.33,11,Emirates,11:00-5:00 PM
2,1013.0,25.5,11,Other Airlines,5:00-11:00 PM
1,1146.0,23.17,11,Qantas Airways,5:00-11:00 PM
1,1146.0,23.17,11,Emirates,5:00-11:00 PM
2,1013.0,25.5,11,Other Airlines,5:00-11:00 AM
2,1013.0,25.5,11,Other Airlines,5:00-11:00 AM
2,853.0,30.5,11,Turkish Airlines,11:00-5:00 PM
2,1081.0,25.42,11,Finnair,5:00-11:00 PM
2,1040.0,26.0,11,British Airways,5:00-11:00 PM
2,1084.0,25.83,11,Finnair,5:00-11:00 PM
2,1084.0,25.0,11,Etihad Airways,5:00-11:00 AM
2,921.0,25.58,11,SWISS,5:00-11:00 PM
2,828.0,26.83,11,Air France,11:00-5:00 PM
1,1155.0,22.33,11,Qantas Airways,11:00-5:00 PM
1,1155.0,23.17,11,Qantas Airways,5:00-11:00 PM
2,1040.0,26.0,11,British Airways,5:00-11:00 PM
2,1068.0,26.5,11,British Airways,5:00-11:00 PM
2,1081.0,26.08,11,KLM,5:00-11:00 PM
3,1004.0,26.75,11,KLM,5:00-11:00 PM
3,1003.0,27.0,11,KLM,5:00-11:00 PM
2,1081.0,27.0,11,KLM,5:00-11:00 PM
2,1070.0,28.42,11,British Airways,11:00-5:00 PM
2,1070.0,28.42,11,British Airways,11:00-5:00 PM
2,921.0,31.33,11,SWISS,11:00-5:00 PM
2,1082.0,27.92,11,British Airways,11:00-5:00 PM
2,1068.0,28.92,11,British Airways,11:00-5:00 PM
2,1303.0,26.5,11,Other Airlines,5:00-11:00 AM
2,904.0,25.58,11,SWISS,5:00-11:00 PM
2,828.0,26.83,11,Air France,11:00-5:00 PM
2,828.0,27.75,11,Air France,11:00-5:00 PM
2,912.0,26.83,11,Other Airlines,5:00-11:00 PM
1,1146.0,22.33,11,Qantas Airways,11:00-5:00 PM
1,1146.0,22.33,11,Emirates,11:00-5:00 PM
2,1013.0,25.5,11,Other Airlines,5:00-11:00 PM
1,1146.0,23.17,11,Qantas Airways,5:00-11:00 PM
1,1146.0,23.17,11,Emirates,5:00-11:00 PM
2,1081.0,25.42,11,Finnair,5:00-11:00 PM
2,1040.0,26.0,11,British Airways,5:00-11:00 PM
2,1081.0,25.17,11,Other Airlines,5:00-11:00 AM
2,1081.0,25.17,11,Other Airlines,5:00-11:00 AM
2,1084.0,25.83,11,Finnair,5:00-11:00 PM
2,996.0,28.5,11,Finnair,5:00-11:00 PM
2,1303.0,31.25,11,Other Airlines,11:00-5:00 PM
2,828.0,26.83,11,Air France,11:00-5:00 PM
3,725.0,81.75,11,SWISS,5:00-11:00 PM
2,848.0,27.75,11,Air France,11:00-5:00 PM
1,1171.0,22.33,11,Qantas Airways,11:00-5:00 PM
2,904.0,25.58,11,SWISS,5:00-11:00 PM
1,1171.0,22.33,11,Emirates,11:00-5:00 PM
2,816.0,38.67,11,Turkish Airlines,11:00-5:00 PM
2,904.0,31.5,11,SWISS,11:00-5:00 PM
2,1037.0,25.5,11,Other Airlines,5:00-11:00 PM
2,1040.0,25.67,11,British Airways,5:00-11:00 PM
2,1081.0,26.33,11,Finnair,5:00-11:00 PM
2,859.0,37.5,11,Air France,5:00-11:00 AM
3,940.0,26.75,11,KLM,5:00-11:00 PM
1,1269.0,23.17,11,Qantas Airways,5:00-11:00 PM
1,1269.0,23.17,11,Emirates,5:00-11:00 PM
2,1040.0,28.0,11,British Airways,11:00-5:00 PM
2,527.0,34.08,11,Other Airlines,11:00-5:00 PM
2,528.0,34.08,11,Other Airlines,11:00-5:00 PM
2,778.0,26.92,11,Other Airlines,5:00-11:00 AM
2,566.0,34.0,11,KLM,11:00-5:00 PM
2,815.0,26.83,11,Air France,11:00-5:00 PM
2,815.0,27.75,11,Air France,11:00-5:00 PM
2,564.0,36.0,11,Other Airlines,11:00-5:00 PM
2,828.0,28.17,11,British Airways,11:00-5:00 PM
2,881.0,26.17,11,Other Airlines,5:00-11:00 AM
3,559.0,33.33,11,Other Airlines,11:00-5:00 PM
1,1124.0,23.17,11,Emirates,5:00-11:00 PM
1,1156.0,22.33,11,Qantas Airways,11:00-5:00 PM
3,559.0,33.33,11,Other Airlines,11:00-5:00 PM
1,1162.0,22.33,11,Emirates,11:00-5:00 PM
2,881.0,26.92,11,Other Airlines,5:00-11:00 AM
2,878.0,27.58,11,Other Airlines,5:00-11:00 AM
2,1303.0,27.0,12,Other Airlines,5:00-11:00 AM
2,764.0,26.83,12,Air France,11:00-5:00 PM
3,542.0,56.67,12,Other Airlines,11:00-5:00 PM
2,639.0,30.25,12,Turkish Airlines,11:00-5:00 PM
2,609.0,33.5,12,Other Airlines,11:00-5:00 PM
2,764.0,27.75,12,Air France,11:00-5:00 PM
2,629.0,33.67,12,Other Airlines,11:00-5:00 PM
1,1146.0,22.33,12,Qantas Airways,11:00-5:00 PM
1,1146.0,22.33,12,Emirates,11:00-5:00 PM
2,912.0,26.75,12,Other Airlines,5:00-11:00 PM
2,780.0,34.58,12,Air France,5:00-11:00 AM
1,1146.0,23.17,12,Qantas Airways,5:00-11:00 PM
1,1146.0,23.17,12,Emirates,5:00-11:00 PM
2,959.0,27.17,12,KLM,5:00-11:00 PM
2,910.0,30.5,12,Turkish Airlines,11:00-5:00 PM
2,790.0,37.5,12,Air France,5:00-11:00 AM
2,1003.0,26.17,12,KLM,5:00-11:00 PM
2,1264.0,27.0,12,Other Airlines,5:00-11:00 AM
2,764.0,26.83,12,Air France,11:00-5:00 PM
3,601.0,41.33,12,Other Airlines,11:00-5:00 PM
2,765.0,27.75,12,Air France,11:00-5:00 PM
2,904.0,27.92,12,SWISS,5:00-11:00 PM
2,983.0,25.75,12,SWISS,5:00-11:00 PM
1,1146.0,22.33,12,Qantas Airways,11:00-5:00 PM
1,1146.0,22.33,12,Emirates,11:00-5:00 PM
2,1013.0,25.5,12,Other Airlines,5:00-11:00 PM
1,1146.0,23.17,12,Qantas Airways,5:00-11:00 PM
1,1146.0,23.17,12,Emirates,5:00-11:00 PM
2,840.0,30.42,12,Turkish Airlines,11:00-5:00 PM
2,1002.0,26.08,12,KLM,5:00-11:00 PM
2,1018.0,26.0,12,SWISS,5:00-11:00 PM
3,938.0,26.75,12,KLM,5:00-11:00 PM
3,937.0,27.0,12,KLM,5:00-11:00 PM
2,1027.0,26.08,12,British Airways,5:00-11:00 PM
2,1264.0,27.0,12,Other Airlines,5:00-11:00 AM
2,764.0,26.83,12,Air France,11:00-5:00 PM
3,501.0,59.58,12,Other Airlines,11:00-5:00 PM
2,764.0,27.75,12,Air France,11:00-5:00 PM
2,904.0,25.58,12,SWISS,5:00-11:00 PM
2,849.0,27.75,12,Air France,11:00-5:00 PM
2,912.0,26.83,12,Other Airlines,5:00-11:00 PM
2,983.0,25.75,12,SWISS,5:00-11:00 PM
2,955.0,27.08,12,KLM,5:00-11:00 PM
2,1013.0,25.5,12,Other Airlines,5:00-11:00 PM
2,996.0,26.08,12,KLM,5:00-11:00 PM
3,938.0,26.75,12,KLM,5:00-11:00 PM
3,937.0,27.0,12,KLM,5:00-11:00 PM
1,1146.0,22.33,12,Qantas Airways,11:00-5:00 PM
1,1146.0,22.33,12,Emirates,11:00-5:00 PM
1,1146.0,23.17,12,Qantas Airways,5:00-11:00 PM
1,1146.0,23.17,12,Emirates,5:00-11:00 PM
2,1264.0,26.5,12,Other Airlines,5:00-11:00 AM
2,904.0,25.58,12,SWISS,5:00-11:00 PM
2,765.0,34.58,12,Air France,5:00-11:00 AM
1,1146.0,22.33,12,Qantas Airways,11:00-5:00 PM
1,1146.0,22.33,12,Emirates,11:00-5:00 PM
2,912.0,26.83,12,Other Airlines,5:00-11:00 PM
1,1146.0,23.17,12,Qantas Airways,5:00-11:00 PM
1,1146.0,23.17,12,Emirates,5:00-11:00 PM
2,1013.0,25.5,12,Other Airlines,5:00-11:00 PM
2,1002.0,26.08,12,KLM,5:00-11:00 PM
3,938.0,26.75,12,KLM,5:00-11:00 PM
2,994.0,26.83,12,Air France,11:00-5:00 PM
3,937.0,27.0,12,KLM,5:00-11:00 PM
2,1002.0,27.0,12,KLM,5:00-11:00 PM
2,994.0,27.75,12,Air France,11:00-5:00 PM
2,1097.0,25.17,12,Other Airlines,5:00-11:00 AM
2,1097.0,25.17,12,Other Airlines,5:00-11:00 AM
2,1384.0,26.25,12,Other Airlines,5:00-11:00 AM
2,904.0,25.58,12,SWISS,5:00-11:00 PM
2,850.0,40.75,12,Turkish Airlines,11:00-5:00 PM
1,1146.0,22.33,12,Qantas Airways,11:00-5:00 PM
1,1146.0,22.33,12,Emirates,11:00-5:00 PM
1,1146.0,23.17,12,Qantas Airways,5:00-11:00 PM
1,1146.0,23.17,12,Emirates,5:00-11:00 PM
2,1003.0,26.08,12,KLM,5:00-11:00 PM
2,959.0,27.08,12,KLM,5:00-11:00 PM
2,1081.0,25.42,12,Finnair,5:00-11:00 PM
2,1084.0,25.83,12,Finnair,5:00-11:00 PM
2,997.0,26.83,12,Air France,11:00-5:00 PM
2,1003.0,27.0,12,KLM,5:00-11:00 PM
3,940.0,26.75,12,KLM,5:00-11:00 PM
2,1081.0,26.33,12,Finnair,5:00-11:00 PM
3,939.0,27.0,12,KLM,5:00-11:00 PM
2,1003.0,28.0,12,KLM,5:00-11:00 PM
2,1484.0,30.25,12,Other Airlines,11:00-5:00 PM
1,1180.0,22.33,12,Qantas Airways,11:00-5:00 PM
2,544.0,51.58,12,Other Airlines,5:00-11:00 PM
2,1002.0,26.08,12,KLM,5:00-11:00 PM
1,1197.0,22.33,12,Emirates,11:00-5:00 PM
2,1002.0,27.0,12,KLM,5:00-11:00 PM
3,938.0,26.75,12,KLM,5:00-11:00 PM
2,865.0,38.67,12,Turkish Airlines,11:00-5:00 PM
3,937.0,27.0,12,KLM,5:00-11:00 PM
2,980.0,30.5,12,Turkish Airlines,11:00-5:00 PM
2,1081.0,25.42,12,Finnair,5:00-11:00 PM
1,1293.0,23.17,12,Qantas Airways,5:00-11:00 PM
1,1299.0,23.17,12,Emirates,5:00-11:00 PM
2,1002.0,30.08,12,KLM,11:00-5:00 PM
2,865.0,40.5,12,Turkish Airlines,11:00-5:00 PM
2,1081.0,26.33,12,Finnair,5:00-11:00 PM
2,1002.0,31.0,12,KLM,11:00-5:00 PM
2,1422.0,26.5,12,Other Airlines,5:00-11:00 AM
2,487.0,34.0,12,KLM,11:00-5:00 PM
2,983.0,25.75,12,SWISS,5:00-11:00 PM
3,938.0,26.83,12,KLM,5:00-11:00 PM
3,937.0,27.08,12,KLM,5:00-11:00 PM
2,1002.0,26.17,12,KLM,5:00-11:00 PM
2,1002.0,27.08,12,KLM,5:00-11:00 PM
2,906.0,30.42,12,Turkish Airlines,11:00-5:00 PM
2,1075.0,25.58,12,SWISS,5:00-11:00 PM
1,1197.0,22.33,12,Qantas Airways,11:00-5:00 PM
1,1197.0,22.33,12,Emirates,11:00-5:00 PM
3,938.0,30.75,12,KLM,11:00-5:00 PM
2,1098.0,27.17,12,KLM,5:00-11:00 PM
3,937.0,31.0,12,KLM,11:00-5:00 PM
2,1002.0,30.08,12,KLM,11:00-5:00 PM
2,1018.0,30.17,12,SWISS,5:00-11:00 PM
2,1337.0,26.25,12,Other Airlines,5:00-11:00 AM
2,637.0,33.5,12,Other Airlines,11:00-5:00 PM
3,535.0,44.25,12,Other Airlines,11:00-5:00 PM
2,905.0,26.83,12,Air France,11:00-5:00 PM
2,905.0,27.75,12,Air France,11:00-5:00 PM
1,1158.0,22.33,12,Qantas Airways,11:00-5:00 PM
2,653.0,33.67,12,Other Airlines,11:00-5:00 PM
2,904.0,27.92,12,SWISS,5:00-11:00 PM
1,1173.0,22.33,12,Emirates,11:00-5:00 PM
3,625.0,33.5,12,Other Airlines,11:00-5:00 PM
2,815.0,34.58,12,Air France,5:00-11:00 AM
2,682.0,33.75,12,Other Airlines,11:00-5:00 PM
2,810.0,33.92,12,Air France,11:00-5:00 PM
2,912.0,29.08,12,Other Airlines,5:00-11:00 PM
2,906.0,30.5,12,Turkish Airlines,11:00-5:00 PM
2,1018.0,26.0,12,SWISS,5:00-11:00 PM
2,983.0,25.75,12,SWISS,5:00-11:00 PM
2,765.0,34.58,12,Air France,5:00-11:00 AM
3,662.0,27.25,12,Other Airlines,5:00-11:00 AM
3,523.0,59.08,12,Other Airlines,11:00-5:00 PM
2,711.0,34.0,12,Other Airlines,11:00-5:00 PM
2,871.0,26.75,12,Other Airlines,5:00-11:00 AM
2,855.0,27.58,12,Other Airlines,5:00-11:00 AM
2,725.0,29.33,12,Turkish Airlines,11:00-5:00 PM
1,1136.0,22.33,12,Emirates,11:00-5:00 PM
2,905.0,26.83,12,Air France,11:00-5:00 PM
1,1158.0,22.33,12,Qantas Airways,11:00-5:00 PM
2,720.0,31.17,12,SWISS,5:00-11:00 PM
1,1147.0,22.33,12,Emirates,11:00-5:00 PM
2,900.0,26.92,12,Other Airlines,5:00-11:00 AM
2,754.0,34.58,12,Air France,5:00-11:00 AM
3,700.0,33.25,12,Other Airlines,11:00-5:00 PM
2,905.0,27.75,12,Air France,11:00-5:00 PM
2,939.0,26.92,12,Other Airlines,5:00-11:00 AM
2,1345.0,27.25,12,Other Airlines,5:00-11:00 AM
1,1191.0,22.33,12,Qantas Airways,11:00-5:00 PM
3,771.0,82.33,12,SWISS,11:00-5:00 PM
1,1206.0,22.33,12,Emirates,11:00-5:00 PM
2,983.0,26.08,12,KLM,5:00-11:00 PM
2,994.0,26.83,12,Air France,11:00-5:00 PM
2,1081.0,25.42,12,Finnair,5:00-11:00 PM
3,938.0,26.75,12,KLM,5:00-11:00 PM
2,1002.0,27.0,12,KLM,5:00-11:00 PM
3,937.0,27.0,12,KLM,5:00-11:00 PM
2,1088.0,25.0,12,Etihad Airways,5:00-11:00 AM
2,994.0,27.75,12,Air France,11:00-5:00 PM
2,1081.0,26.33,12,Finnair,5:00-11:00 PM
2,1107.0,25.0,12,Etihad Airways,5:00-11:00 AM
2,1088.0,26.5,12,Etihad Airways,5:00-11:00 AM
2,1189.0,25.5,12,Other Airlines,5:00-11:00 AM
2,1189.0,25.5,12,Other Airlines,5:00-11:00 AM
3,1003.0,26.75,12,KLM,5:00-11:00 PM
3,603.0,55.17,12,Other Airlines,11:00-5:00 PM
3,1002.0,27.0,12,KLM,5:00-11:00 PM
1,1309.0,22.33,12,Qantas Airways,11:00-5:00 PM
1,1309.0,22.33,12,Emirates,11:00-5:00 PM
2,1114.0,26.83,12,Air France,11:00-5:00 PM
3,938.0,30.75,12,KLM,11:00-5:00 PM
2,1246.0,24.25,12,SWISS,5:00-11:00 PM
3,937.0,31.0,12,KLM,11:00-5:00 PM
2,1114.0,27.75,12,Air France,11:00-5:00 PM
2,1169.0,27.0,12,KLM,5:00-11:00 PM
2,1258.0,24.92,12,Other Airlines,5:00-11:00 PM
2,1246.0,26.0,12,SWISS,5:00-11:00 PM
2,1265.0,25.5,12,Other Airlines,5:00-11:00 PM
2,1111.0,29.75,12,Turkish Airlines,11:00-5:00 PM
2,1289.0,26.08,12,KLM,5:00-11:00 PM
3,1002.0,31.0,12,KLM,11:00-5:00 PM
3,576.0,34.42,12,Other Airlines,11:00-5:00 PM
2,731.0,36.67,12,Other Airlines,5:00-11:00 AM
2,900.0,31.83,12,Other Airlines,5:00-11:00 PM
1,1367.0,23.17,12,Emirates,5:00-11:00 PM
2,1098.0,29.83,12,Turkish Airlines,11:00-5:00 PM
1,1389.0,23.17,12,Qantas Airways,5:00-11:00 PM
2,923.0,31.83,12,Other Airlines,11:00-5:00 PM
3,809.0,31.67,12,Other Airlines,11:00-5:00 PM
3,906.0,28.25,12,Other Airlines,5:00-11:00 PM
3,1080.0,26.75,12,KLM,5:00-11:00 PM
2,1099.0,32.0,12,Turkish Airlines,11:00-5:00 PM
3,744.0,36.67,12,Other Airlines,5:00-11:00 AM
3,1079.0,27.0,12,KLM,5:00-11:00 PM
1,1411.0,23.17,12,Emirates,5:00-11:00 PM
2,1145.0,30.08,12,KLM,11:00-5:00 PM
2,1762.0,30.25,12,Other Airlines,11:00-5:00 PM
3,557.0,52.67,12,Other Airlines,5:00-11:00 PM
2,1231.0,38.67,12,Turkish Airlines,11:00-5:00 PM
1,1735.0,22.33,12,Qantas Airways,11:00-5:00 PM
1,1735.0,22.33,12,Emirates,11:00-5:00 PM
2,1231.0,40.5,12,Turkish Airlines,11:00-5:00 PM
3,617.0,47.67,12,Other Airlines,5:00-11:00 PM
2,1395.0,28.08,12,Other Airlines,5:00-11:00 AM
3,622.0,49.25,12,Other Airlines,5:00-11:00 PM
2,1496.0,30.5,12,Turkish Airlines,11:00-5:00 PM
1,1775.0,23.17,12,Qantas Airways,5:00-11:00 PM
2,1439.0,36.0,12,Etihad Airways,5:00-11:00 AM
3,617.0,51.17,12,Other Airlines,5:00-11:00 PM
2,1522.0,29.83,12,Turkish Airlines,11:00-5:00 PM
1,1768.0,23.17,12,Emirates,5:00-11:00 PM
2,1496.0,32.33,12,Turkish Airlines,11:00-5:00 PM
2,1664.0,26.25,12,Other Airlines,5:00-11:00 AM
3,683.0,36.92,12,Other Airlines,5:00-11:00 AM
3,654.0,58.42,12,Other Airlines,5:00-11:00 PM
2,934.0,33.83,12,KLM,11:00-5:00 PM
1,1720.0,23.17,12,Qantas Airways,5:00-11:00 PM
2,943.0,33.67,12,KLM,11:00-5:00 PM
2,1057.0,30.0,12,Other Airlines,5:00-11:00 PM
2,1069.0,29.83,12,Other Airlines,5:00-11:00 PM
1,1720.0,23.17,12,Emirates,5:00-11:00 PM
1,1523.0,34.75,12,Qantas Airways,5:00-11:00 PM
