Stops,Price,Duration,Month,Airline,Departure-Time-Category
2,1434.0,30.92,1,Finnair,5:00-11:00 PM
1,2074.0,22.33,1,Emirates,11:00-5:00 PM
1,2074.0,22.33,1,Qantas Airways,11:00-5:00 PM
2,1455.0,36.0,1,Etihad Airways,5:00-11:00 AM
2,1405.0,40.83,1,Turkish Airlines,11:00-5:00 PM
2,1819.0,25.0,1,Etihad Airways,5:00-11:00 AM
1,2074.0,23.17,1,Qantas Airways,5:00-11:00 PM
1,2074.0,23.17,1,Emirates,5:00-11:00 PM
2,1819.0,26.0,1,Etihad Airways,5:00-11:00 AM
2,1824.0,26.83,1,Air France,11:00-5:00 PM
2,1815.0,28.5,1,Finnair,5:00-11:00 PM
2,1421.0,44.58,1,Turkish Airlines,5:00-11:00 AM
2,1734.0,31.17,1,KLM,11:00-5:00 PM
2,931.0,34.0,1,Other Airlines,11:00-5:00 PM
2,920.0,34.0,1,Other Airlines,11:00-5:00 PM
3,761.0,38.83,1,Other Airlines,5:00-11:00 AM
2,953.0,29.33,1,Turkish Airlines,11:00-5:00 PM
2,1110.0,30.08,1,Other Airlines,11:00-5:00 PM
1,1606.0,23.17,1,Etihad Airways,5:00-11:00 AM
2,1249.0,26.92,1,Other Airlines,5:00-11:00 AM
2,1173.0,29.75,1,Turkish Airlines,11:00-5:00 PM
3,997.0,33.25,1,KLM,11:00-5:00 PM
2,1181.0,31.33,1,British Airways,11:00-5:00 PM
3,1001.0,37.83,1,KLM,5:00-11:00 AM
2,1139.0,34.33,1,British Airways,11:00-5:00 PM
2,1155.0,30.17,1,Other Airlines,11:00-5:00 PM
2,1244.0,32.67,1,Other Airlines,11:00-5:00 PM
2,1162.0,30.08,1,KLM,11:00-5:00 PM
2,1110.0,32.75,1,Other Airlines,11:00-5:00 PM
2,1465.0,26.17,1,Other Airlines,5:00-11:00 AM
2,2231.0,26.25,1,Other Airlines,5:00-11:00 AM
2,1173.0,29.83,1,Turkish Airlines,11:00-5:00 PM
3,855.0,46.67,1,Other Airlines,5:00-11:00 AM
2,1181.0,31.33,1,British Airways,11:00-5:00 PM
1,1810.0,22.33,1,Qantas Airways,11:00-5:00 PM
2,1173.0,32.0,1,Turkish Airlines,11:00-5:00 PM
1,1810.0,22.33,1,Emirates,11:00-5:00 PM
2,1253.0,35.75,1,Turkish Airlines,5:00-11:00 AM
2,1182.0,36.17,1,British Airways,11:00-5:00 PM
2,1183.0,40.33,1,British Airways,5:00-11:00 AM
2,1187.0,41.58,1,British Airways,11:00-5:00 PM
2,1382.0,33.75,1,Finnair,5:00-11:00 AM
2,1781.0,26.33,1,Finnair,5:00-11:00 PM
1,2074.0,23.17,1,Qantas Airways,5:00-11:00 PM
2,1781.0,27.33,1,Finnair,5:00-11:00 PM
1,2074.0,23.17,1,Emirates,5:00-11:00 PM
2,1705.0,31.17,1,KLM,11:00-5:00 PM
2,1201.0,38.67,1,Turkish Airlines,11:00-5:00 PM
3,905.0,27.0,1,KLM,5:00-11:00 PM
1,1628.0,22.33,1,Emirates,11:00-5:00 PM
1,1669.0,22.33,1,Qantas Airways,11:00-5:00 PM
2,1180.0,38.67,1,Turkish Airlines,11:00-5:00 PM
2,1180.0,40.5,1,Turkish Airlines,11:00-5:00 PM
2,1197.0,34.17,1,Other Airlines,11:00-5:00 PM
2,1428.0,29.83,1,Turkish Airlines,11:00-5:00 PM
3,1285.0,33.25,1,KLM,11:00-5:00 PM
2,1410.0,31.67,1,Turkish Airlines,11:00-5:00 PM
2,1197.0,35.17,1,Other Airlines,11:00-5:00 PM
2,1334.0,30.58,1,Air France,11:00-5:00 PM
1,2046.0,23.17,1,Emirates,5:00-11:00 PM
1,2098.0,23.17,1,Qantas Airways,5:00-11:00 PM
1,1746.0,34.75,1,Emirates,5:00-11:00 PM
3,1308.0,30.92,1,Finnair,5:00-11:00 PM
3,1175.0,26.83,1,KLM,5:00-11:00 PM
1,1628.0,23.17,1,Qantas Airways,5:00-11:00 PM
1,1628.0,23.17,1,Emirates,5:00-11:00 PM
1,1789.0,22.33,1,Qantas Airways,11:00-5:00 PM
1,1789.0,22.33,1,Emirates,11:00-5:00 PM
2,1723.0,25.5,1,Other Airlines,5:00-11:00 PM
2,1808.0,25.0,1,Etihad Airways,5:00-11:00 AM
2,1834.0,25.5,1,Etihad Airways,5:00-11:00 AM
1,1628.0,30.83,1,Qantas Airways,11:00-5:00 PM
1,1628.0,30.83,1,Emirates,11:00-5:00 PM
2,1834.0,26.0,1,Etihad Airways,5:00-11:00 AM
2,1834.0,26.5,1,Etihad Airways,5:00-11:00 AM
2,1824.0,26.83,1,Air France,11:00-5:00 PM
2,1808.0,27.0,1,Etihad Airways,5:00-11:00 AM
2,1913.0,25.5,1,Other Airlines,5:00-11:00 AM
2,874.0,33.92,1,Air France,11:00-5:00 PM
2,874.0,33.92,1,Air France,11:00-5:00 PM
3,1171.0,26.83,1,KLM,5:00-11:00 PM
1,1603.0,22.33,1,Emirates,11:00-5:00 PM
1,1603.0,22.33,1,Qantas Airways,11:00-5:00 PM
2,1290.0,28.08,1,KLM,5:00-11:00 PM
2,1180.0,32.08,1,British Airways,11:00-5:00 PM
2,892.0,41.67,1,Air France,5:00-11:00 AM
1,1603.0,23.17,1,Emirates,5:00-11:00 PM
1,1603.0,23.17,1,Qantas Airways,5:00-11:00 PM
2,904.0,44.58,1,Air France,5:00-11:00 AM
3,1171.0,30.75,1,KLM,11:00-5:00 PM
2,1369.0,30.25,1,Air France,11:00-5:00 PM
2,1290.0,32.0,1,KLM,11:00-5:00 PM
2,1182.0,37.42,1,British Airways,5:00-11:00 PM
2,1180.0,38.67,1,Turkish Airlines,11:00-5:00 PM
2,1236.0,26.33,1,Turkish Airlines,11:00-5:00 PM
2,895.0,29.33,1,Turkish Airlines,11:00-5:00 PM
3,847.0,32.92,1,Other Airlines,11:00-5:00 PM
1,1420.0,23.17,1,Etihad Airways,5:00-11:00 AM
2,1183.0,26.33,1,Turkish Airlines,11:00-5:00 PM
2,1026.0,34.0,1,Other Airlines,11:00-5:00 PM
2,1110.0,30.08,1,Other Airlines,11:00-5:00 PM
3,1171.0,26.75,1,KLM,5:00-11:00 PM
2,1138.0,29.5,1,British Airways,5:00-11:00 PM
2,1138.0,31.33,1,British Airways,11:00-5:00 PM
1,1589.0,22.33,1,Emirates,11:00-5:00 PM
2,1261.0,27.58,1,Other Airlines,5:00-11:00 AM
1,1603.0,22.33,1,Qantas Airways,11:00-5:00 PM
1,1603.0,22.33,1,Emirates,11:00-5:00 PM
2,1319.0,26.92,1,Other Airlines,5:00-11:00 AM
3,1171.0,30.75,1,KLM,11:00-5:00 PM
2,1181.0,31.33,1,British Airways,11:00-5:00 PM
2,1642.0,27.25,1,Other Airlines,5:00-11:00 AM
3,1084.0,26.75,1,KLM,5:00-11:00 PM
1,1603.0,22.33,1,Emirates,11:00-5:00 PM
1,1603.0,22.33,1,Qantas Airways,11:00-5:00 PM
3,1084.0,30.75,1,KLM,11:00-5:00 PM
2,1180.0,38.67,1,Turkish Airlines,11:00-5:00 PM
1,1603.0,23.17,1,Qantas Airways,5:00-11:00 PM
1,1603.0,23.17,1,Emirates,5:00-11:00 PM
2,1434.0,30.92,1,Finnair,5:00-11:00 PM
2,1180.0,40.83,1,Turkish Airlines,11:00-5:00 PM
1,1603.0,30.83,1,Qantas Airways,11:00-5:00 PM
2,1180.0,44.58,1,Turkish Airlines,5:00-11:00 AM
1,1603.0,30.83,1,Emirates,11:00-5:00 PM
2,1600.0,25.0,1,Etihad Airways,5:00-11:00 AM
2,1586.0,27.25,1,Other Airlines,5:00-11:00 AM
2,1600.0,26.0,1,Etihad Airways,5:00-11:00 AM
3,933.0,33.25,1,KLM,11:00-5:00 PM
3,933.0,33.25,1,KLM,11:00-5:00 PM
2,1173.0,29.75,1,Turkish Airlines,11:00-5:00 PM
3,1171.0,26.75,1,KLM,5:00-11:00 PM
2,1180.0,31.33,1,British Airways,11:00-5:00 PM
1,1764.0,22.33,1,Qantas Airways,11:00-5:00 PM
3,947.0,37.83,1,KLM,5:00-11:00 AM
2,1052.0,32.08,1,Other Airlines,11:00-5:00 PM
1,1764.0,22.33,1,Emirates,11:00-5:00 PM
1,1764.0,23.17,1,Qantas Airways,5:00-11:00 PM
1,1764.0,23.17,1,Emirates,5:00-11:00 PM
3,947.0,40.75,1,KLM,5:00-11:00 AM
1,1566.0,34.75,1,Emirates,5:00-11:00 PM
3,1171.0,30.75,1,KLM,11:00-5:00 PM
2,1174.0,35.75,1,Turkish Airlines,5:00-11:00 AM
2,1181.0,36.17,1,British Airways,11:00-5:00 PM
2,1183.0,31.33,1,British Airways,11:00-5:00 PM
2,1174.0,29.83,1,Turkish Airlines,11:00-5:00 PM
3,723.0,56.5,1,Other Airlines,5:00-11:00 PM
3,1171.0,26.75,1,KLM,5:00-11:00 PM
2,1180.0,31.33,1,British Airways,11:00-5:00 PM
2,1174.0,32.0,1,Turkish Airlines,11:00-5:00 PM
1,1764.0,22.33,1,Emirates,11:00-5:00 PM
1,1764.0,22.33,1,Qantas Airways,11:00-5:00 PM
3,1171.0,30.75,1,KLM,11:00-5:00 PM
1,1764.0,23.17,1,Emirates,5:00-11:00 PM
1,1764.0,23.17,1,Qantas Airways,5:00-11:00 PM
2,1155.0,31.75,1,Other Airlines,11:00-5:00 PM
2,1175.0,35.75,1,Turkish Airlines,5:00-11:00 AM
2,1181.0,36.17,1,British Airways,11:00-5:00 PM
3,1116.0,31.75,1,Finnair,5:00-11:00 PM
2,1595.0,25.0,1,Etihad Airways,5:00-11:00 AM
2,1155.0,33.0,1,Other Airlines,11:00-5:00 PM
2,2251.0,30.25,1,Other Airlines,11:00-5:00 PM
3,1171.0,26.75,1,KLM,5:00-11:00 PM
3,1052.0,48.83,1,SWISS,5:00-11:00 PM
1,1628.0,23.17,1,Qantas Airways,5:00-11:00 PM
2,1183.0,29.83,1,Turkish Airlines,11:00-5:00 PM
1,1628.0,23.17,1,Emirates,5:00-11:00 PM
2,1183.0,31.33,1,British Airways,11:00-5:00 PM
2,1182.0,31.67,1,Turkish Airlines,11:00-5:00 PM
3,1098.0,37.83,1,KLM,5:00-11:00 AM
1,1480.0,34.75,1,Qantas Airways,5:00-11:00 PM
3,1171.0,30.75,1,KLM,11:00-5:00 PM
1,1789.0,22.33,1,Qantas Airways,11:00-5:00 PM
1,1789.0,22.33,1,Emirates,11:00-5:00 PM
2,1551.0,25.67,1,British Airways,5:00-11:00 PM
2,1183.0,35.75,1,Turkish Airlines,5:00-11:00 AM
2,1184.0,36.17,1,British Airways,11:00-5:00 PM
3,1165.0,33.25,1,KLM,11:00-5:00 PM
2,1681.0,27.25,1,Other Airlines,5:00-11:00 AM
3,933.0,33.25,1,KLM,11:00-5:00 PM
1,1628.0,22.33,1,Qantas Airways,11:00-5:00 PM
3,1171.0,26.83,1,KLM,5:00-11:00 PM
2,940.0,40.75,1,KLM,5:00-11:00 AM
1,1628.0,22.33,1,Emirates,11:00-5:00 PM
1,1628.0,23.17,1,Qantas Airways,5:00-11:00 PM
1,1628.0,23.17,1,Emirates,5:00-11:00 PM
3,933.0,37.83,1,KLM,5:00-11:00 AM
2,1184.0,38.08,1,British Airways,5:00-11:00 AM
3,1171.0,30.75,1,KLM,11:00-5:00 PM
3,939.0,40.75,1,KLM,5:00-11:00 AM
1,1601.0,30.83,1,Qantas Airways,11:00-5:00 PM
1,1628.0,30.83,1,Emirates,11:00-5:00 PM
3,1171.0,35.33,1,KLM,5:00-11:00 AM
2,1610.0,25.5,1,Etihad Airways,5:00-11:00 AM
2,894.0,33.92,1,Air France,11:00-5:00 PM
2,894.0,33.92,1,Air France,11:00-5:00 PM
3,939.0,26.83,1,KLM,5:00-11:00 PM
2,1116.0,27.75,1,Air France,11:00-5:00 PM
3,939.0,30.75,1,KLM,11:00-5:00 PM
1,1603.0,22.33,1,Qantas Airways,11:00-5:00 PM
1,1603.0,22.33,1,Emirates,11:00-5:00 PM
2,894.0,41.67,1,Air France,5:00-11:00 AM
2,1290.0,27.08,1,KLM,5:00-11:00 PM
1,1603.0,23.17,1,Qantas Airways,5:00-11:00 PM
1,1603.0,23.17,1,Emirates,5:00-11:00 PM
2,1182.0,32.08,1,British Airways,11:00-5:00 PM
3,939.0,35.33,1,KLM,5:00-11:00 AM
2,904.0,44.58,1,Air France,5:00-11:00 AM
2,1131.0,31.75,1,Other Airlines,11:00-5:00 PM
2,1116.0,35.5,1,Air France,5:00-11:00 AM
3,939.0,26.75,1,KLM,5:00-11:00 PM
3,939.0,26.75,1,KLM,5:00-11:00 PM
2,1109.0,29.75,1,Turkish Airlines,11:00-5:00 PM
1,1603.0,22.33,1,Qantas Airways,11:00-5:00 PM
1,1603.0,22.33,1,Emirates,11:00-5:00 PM
1,1603.0,23.17,1,Qantas Airways,5:00-11:00 PM
1,1603.0,23.17,1,Emirates,5:00-11:00 PM
2,1539.0,26.08,1,British Airways,5:00-11:00 PM
2,1595.0,25.0,1,Etihad Airways,5:00-11:00 AM
2,1496.0,27.25,1,Other Airlines,5:00-11:00 AM
2,1556.0,26.5,1,Other Airlines,5:00-11:00 AM
2,1595.0,26.0,1,Etihad Airways,5:00-11:00 AM
2,1540.0,27.92,1,British Airways,11:00-5:00 PM
2,1541.0,27.92,1,British Airways,11:00-5:00 PM
2,1556.0,27.0,1,Other Airlines,5:00-11:00 AM
2,1595.0,26.5,1,Etihad Airways,5:00-11:00 AM
1,1456.0,22.33,1,Qantas Airways,11:00-5:00 PM
2,1021.0,38.67,1,Turkish Airlines,11:00-5:00 PM
2,1592.0,26.33,1,Finnair,5:00-11:00 PM
2,1494.0,36.0,1,Etihad Airways,5:00-11:00 AM
2,1021.0,44.58,1,Turkish Airlines,5:00-11:00 AM
2,1494.0,37.25,1,Etihad Airways,5:00-11:00 AM
2,1488.0,39.75,1,Finnair,5:00-11:00 PM
2,1830.0,50.5,1,Finnair,5:00-11:00 PM
2,1830.0,50.5,1,Finnair,5:00-11:00 PM
2,1866.0,61.75,1,Finnair,5:00-11:00 PM
2,1549.0,27.25,1,Other Airlines,5:00-11:00 AM
3,942.0,26.75,1,KLM,5:00-11:00 PM
2,1118.0,26.83,1,Air France,11:00-5:00 PM
1,1443.0,22.33,1,Qantas Airways,11:00-5:00 PM
2,1118.0,27.75,1,Air France,11:00-5:00 PM
1,1443.0,22.33,1,Emirates,11:00-5:00 PM
2,1114.0,29.75,1,Turkish Airlines,11:00-5:00 PM
2,1007.0,38.58,1,Turkish Airlines,11:00-5:00 PM
1,1443.0,23.17,1,Qantas Airways,5:00-11:00 PM
1,1443.0,23.17,1,Emirates,5:00-11:00 PM
2,1007.0,44.58,1,Turkish Airlines,5:00-11:00 AM
2,1293.0,26.08,1,KLM,5:00-11:00 PM
2,1115.0,35.75,1,Turkish Airlines,5:00-11:00 AM
2,1141.0,35.5,1,Air France,5:00-11:00 AM
1,1443.0,30.83,1,Emirates,11:00-5:00 PM
2,1293.0,27.0,1,KLM,5:00-11:00 PM
2,1634.0,27.25,1,Other Airlines,5:00-11:00 AM
3,939.0,26.75,1,KLM,5:00-11:00 PM
1,1443.0,22.33,1,Qantas Airways,11:00-5:00 PM
1,1443.0,22.33,1,Emirates,11:00-5:00 PM
2,1323.0,25.0,1,Etihad Airways,5:00-11:00 AM
2,1323.0,25.5,1,Etihad Airways,5:00-11:00 AM
1,1603.0,23.17,1,Qantas Airways,5:00-11:00 PM
1,1603.0,23.17,1,Emirates,5:00-11:00 PM
2,1323.0,25.75,1,Etihad Airways,5:00-11:00 AM
3,939.0,30.75,1,KLM,11:00-5:00 PM
2,1323.0,26.0,1,Etihad Airways,5:00-11:00 AM
2,1323.0,26.5,1,Etihad Airways,5:00-11:00 AM
2,1323.0,27.0,1,Etihad Airways,5:00-11:00 AM
2,1509.0,25.5,1,Other Airlines,5:00-11:00 AM
2,1509.0,25.5,1,Other Airlines,5:00-11:00 AM
2,1576.0,25.17,1,Other Airlines,5:00-11:00 AM
2,936.0,38.67,1,Turkish Airlines,11:00-5:00 PM
3,933.0,33.25,1,KLM,11:00-5:00 PM
1,1434.0,22.33,1,Emirates,11:00-5:00 PM
1,1445.0,22.33,1,Qantas Airways,11:00-5:00 PM
3,1081.0,26.75,1,KLM,5:00-11:00 PM
2,1109.0,29.83,1,Turkish Airlines,11:00-5:00 PM
2,1098.0,31.67,1,Turkish Airlines,11:00-5:00 PM
2,936.0,38.67,1,Turkish Airlines,11:00-5:00 PM
1,1468.0,23.17,1,Qantas Airways,5:00-11:00 PM
1,1468.0,23.17,1,Emirates,5:00-11:00 PM
2,936.0,40.5,1,Turkish Airlines,11:00-5:00 PM
2,1290.0,28.0,1,KLM,5:00-11:00 PM
2,1182.0,31.33,1,British Airways,11:00-5:00 PM
3,947.0,37.83,1,KLM,5:00-11:00 AM
3,1081.0,30.75,1,KLM,11:00-5:00 PM
2,936.0,44.58,1,Turkish Airlines,5:00-11:00 AM
2,901.0,40.75,1,KLM,5:00-11:00 AM
1,1480.0,22.33,1,Qantas Airways,11:00-5:00 PM
3,751.0,58.42,1,Other Airlines,5:00-11:00 PM
3,879.0,33.25,1,KLM,11:00-5:00 PM
2,895.0,40.75,1,KLM,5:00-11:00 AM
3,1171.0,26.83,1,KLM,5:00-11:00 PM
2,1013.0,38.25,1,Etihad Airways,5:00-11:00 AM
1,1650.0,23.17,1,Qantas Airways,5:00-11:00 PM
3,933.0,37.83,1,KLM,5:00-11:00 AM
2,1013.0,38.25,1,Etihad Airways,5:00-11:00 AM
3,893.0,40.75,1,KLM,5:00-11:00 AM
2,1459.0,25.0,1,Etihad Airways,5:00-11:00 AM
1,1480.0,34.75,1,Qantas Airways,5:00-11:00 PM
3,1171.0,30.75,1,KLM,11:00-5:00 PM
2,1417.0,27.83,1,British Airways,11:00-5:00 PM
2,1459.0,26.0,1,Etihad Airways,5:00-11:00 AM
3,1171.0,35.33,1,KLM,5:00-11:00 AM
2,1537.0,27.5,1,Other Airlines,5:00-11:00 AM
2,811.0,38.67,1,Turkish Airlines,11:00-5:00 PM
3,755.0,53.08,1,Other Airlines,11:00-5:00 AM
2,806.0,40.83,1,Turkish Airlines,11:00-5:00 PM
3,1081.0,26.83,1,KLM,5:00-11:00 PM
1,1409.0,23.17,1,Emirates,5:00-11:00 PM
1,1420.0,23.17,1,Qantas Airways,5:00-11:00 PM
2,1043.0,33.92,1,Air France,11:00-5:00 PM
2,806.0,44.58,1,Turkish Airlines,5:00-11:00 AM
2,1290.0,28.08,1,KLM,5:00-11:00 PM
2,1182.0,32.08,1,British Airways,11:00-5:00 PM
3,1004.0,35.33,1,KLM,5:00-11:00 AM
1,1603.0,22.33,1,Qantas Airways,11:00-5:00 PM
1,1603.0,22.33,1,Emirates,11:00-5:00 PM
1,1356.0,34.75,1,Qantas Airways,5:00-11:00 PM
2,1043.0,41.67,1,Air France,5:00-11:00 AM
3,1018.0,38.25,1,KLM,5:00-11:00 AM
2,1498.0,27.5,1,Other Airlines,5:00-11:00 AM
3,886.0,26.75,1,KLM,5:00-11:00 PM
3,879.0,33.25,1,KLM,11:00-5:00 PM
1,1345.0,22.33,1,Qantas Airways,11:00-5:00 PM
1,1345.0,22.33,1,Emirates,11:00-5:00 PM
3,886.0,30.75,1,KLM,11:00-5:00 PM
2,1116.0,27.75,1,Air France,11:00-5:00 PM
2,1132.0,27.92,1,British Airways,11:00-5:00 PM
3,1008.0,27.0,1,KLM,5:00-11:00 PM
2,1109.0,29.75,1,Turkish Airlines,11:00-5:00 PM
2,945.0,37.83,1,KLM,5:00-11:00 AM
3,886.0,35.33,1,KLM,5:00-11:00 AM
3,1008.0,31.0,1,KLM,11:00-5:00 PM
1,1603.0,23.17,1,Emirates,5:00-11:00 PM
1,1603.0,23.17,1,Qantas Airways,5:00-11:00 PM
3,893.0,37.83,1,KLM,5:00-11:00 AM
3,888.0,26.75,1,KLM,5:00-11:00 PM
2,811.0,38.67,1,Turkish Airlines,11:00-5:00 PM
1,1345.0,22.33,1,Qantas Airways,11:00-5:00 PM
1,1345.0,22.33,1,Emirates,11:00-5:00 PM
3,1011.0,27.0,1,KLM,5:00-11:00 PM
3,888.0,30.75,1,KLM,11:00-5:00 PM
2,1342.0,25.0,1,Etihad Airways,5:00-11:00 AM
2,1342.0,26.5,1,Etihad Airways,5:00-11:00 AM
2,1395.0,25.5,1,Other Airlines,5:00-11:00 AM
2,1395.0,25.5,1,Other Airlines,5:00-11:00 AM
2,1462.0,25.17,1,Other Airlines,5:00-11:00 AM
2,1462.0,25.17,1,Other Airlines,5:00-11:00 AM
2,1432.0,26.0,1,British Airways,5:00-11:00 PM
2,1387.0,27.5,1,Other Airlines,5:00-11:00 AM
2,1439.0,27.0,1,Other Airlines,5:00-11:00 AM
2,1490.0,26.5,1,Other Airlines,5:00-11:00 AM
3,886.0,26.75,1,KLM,5:00-11:00 PM
2,800.0,38.58,1,Turkish Airlines,11:00-5:00 PM
3,886.0,27.0,1,KLM,5:00-11:00 PM
1,1345.0,22.33,1,Qantas Airways,11:00-5:00 PM
1,1345.0,22.33,1,Emirates,11:00-5:00 PM
3,886.0,30.75,1,KLM,11:00-5:00 PM
3,886.0,31.0,1,KLM,11:00-5:00 PM
1,1443.0,23.17,1,Qantas Airways,5:00-11:00 PM
1,1443.0,23.17,1,Emirates,5:00-11:00 PM
2,1109.0,29.75,1,Turkish Airlines,11:00-5:00 PM
3,879.0,33.25,1,KLM,11:00-5:00 PM
2,1323.0,25.0,1,Etihad Airways,5:00-11:00 AM
2,1323.0,25.5,1,Etihad Airways,5:00-11:00 AM
2,1323.0,26.0,1,Etihad Airways,5:00-11:00 AM
2,1323.0,26.5,1,Etihad Airways,5:00-11:00 AM
2,1395.0,26.5,1,Other Airlines,5:00-11:00 AM
3,888.0,26.75,1,KLM,5:00-11:00 PM
1,1297.0,22.33,1,Qantas Airways,11:00-5:00 PM
2,1118.0,26.83,1,Air France,11:00-5:00 PM
3,1011.0,27.0,1,KLM,5:00-11:00 PM
1,1345.0,22.33,1,Emirates,11:00-5:00 PM
2,1141.0,28.75,1,Air France,11:00-5:00 PM
1,1345.0,23.17,1,Qantas Airways,5:00-11:00 PM
1,1345.0,23.17,1,Emirates,5:00-11:00 PM
1,1257.0,34.75,1,Qantas Airways,5:00-11:00 PM
2,1183.0,29.83,1,Turkish Airlines,11:00-5:00 PM
3,1105.0,31.0,1,KLM,11:00-5:00 PM
2,1141.0,34.58,1,Air France,5:00-11:00 AM
2,1183.0,32.0,1,Turkish Airlines,11:00-5:00 PM
2,1293.0,26.08,1,KLM,5:00-11:00 PM
3,1105.0,35.58,1,KLM,5:00-11:00 AM
