Date,Flight Name,Stops,Price,Duration,Departure-Time,Arrival-Time
2024-11-16,Qatar Airways,1 stop,"€1,121",23h 55m,07:55,18:50+1
2024-11-16,"Aer Lingus, Malaysia Airlines",2 stops,€838,30h 50m,16:30,10:20+2
2024-11-17,Qatar Airways,2 stops,"€1,303",27h 00m,07:55,21:55+1
2024-11-17,"Turkish Airlines, Jetstar",2 stops,€630,30h 15m,16:50,10:05+2
2024-11-17,Multiple Airlines,2 stops,€559,40h 15m,06:50,10:05+2
2024-11-17,Qantas Airways,1 stop,"€1,146",22h 20m,13:10,22:30+1
2024-11-17,British Airways,2 stops,"€1,027",25h 25m,18:30,06:55+2
2024-11-17,Multiple Airlines,2 stops,€599,33h 30m,13:35,10:05+2
2024-11-17,"Emirates, Qantas Airways",1 stop,"€1,146",22h 20m,13:10,22:30+1
2024-11-17,Qantas Airways,1 stop,"€1,146",23h 10m,20:50,07:00+2
2024-11-17,"Transavia France, T'way Air",2 stops,€625,33h 40m,13:35,10:15+2
2024-11-17,"Emirates, Qantas Airways",1 stop,"€1,146",23h 10m,20:50,07:00+2
2024-11-17,SWISS,2 stops,€904,34h 55m,09:20,07:15+2
2024-11-17,Turkish Airlines,2 stops,€978,30h 30m,16:50,10:20+2
2024-11-17,British Airways,2 stops,"€1,026",28h 05m,15:50,06:55+2
2024-11-17,Qantas Airways,1 stop,"€1,146",30h 50m,13:10,07:00+2
2024-11-17,"Lufthansa, Cathay Pacific",2 stops,"€1,019",28h 50m,05:00,20:50+1
2024-11-17,Turkish Airlines,2 stops,€977,32h 40m,14:40,10:20+2
2024-11-17,British Airways,2 stops,"€1,027",28h 05m,15:50,06:55+2
2024-11-18,Turkish Airlines,2 stops,€849,54h 25m,16:55,10:20+3
2024-11-18,SWISS,2 stops,€904,25h 35m,18:40,07:15+2
2024-11-18,"SWISS, Sichuan Airlines",3 stops,€560,57h 45m,18:40,15:25+3
2024-11-18,Air France,2 stops,€890,26h 50m,16:40,06:30+2
2024-11-18,Qantas Airways,1 stop,"€1,132",22h 20m,13:10,22:30+1
2024-11-18,Air France,2 stops,€905,27h 45m,16:40,07:25+2
2024-11-18,"Emirates, Qantas Airways",1 stop,"€1,146",22h 20m,13:10,22:30+1
2024-11-18,"SWISS, Qantas Airways",2 stops,€983,25h 45m,18:40,07:25+2
2024-11-18,"Emirates, Qantas Airways",1 stop,"€1,146",23h 10m,20:50,07:00+2
2024-11-18,Qantas Airways,1 stop,"€1,146",23h 10m,20:50,07:00+2
2024-11-18,Turkish Airlines,2 stops,€902,30h 25m,16:55,10:20+2
2024-11-18,SWISS,2 stops,€904,30h 55m,13:20,07:15+2
2024-11-18,"British Airways, Malaysia Airlines",2 stops,€885,37h 25m,20:10,20:35+2
2024-11-18,British Airways,2 stops,"€1,009",26h 05m,17:50,06:55+2
2024-11-18,Air France,2 stops,€905,34h 35m,08:55,06:30+2
2024-11-18,"Lufthansa, Cathay Pacific",2 stops,€980,28h 50m,05:00,20:50+1
2024-11-18,British Airways,2 stops,"€1,026",27h 55m,16:00,06:55+2
2024-11-19,Qatar Airways,2 stops,"€1,264",27h 00m,07:55,21:55+1
2024-11-19,Lufthansa,2 stops,€912,26h 50m,17:25,07:15+2
2024-11-19,Multiple Airlines,2 stops,€570,40h 15m,06:50,10:05+2
2024-11-19,Air France,2 stops,€906,26h 50m,16:40,06:30+2
2024-11-19,Turkish Airlines,2 stops,€838,30h 30m,16:50,10:20+2
2024-11-19,Multiple Airlines,2 stops,"€1,013",25h 30m,18:30,07:00+2
2024-11-19,Qantas Airways,1 stop,"€1,146",22h 20m,13:10,22:30+1
2024-11-19,"Emirates, Qantas Airways",1 stop,"€1,146",22h 20m,13:10,22:30+1
2024-11-19,Air France,2 stops,€906,27h 45m,16:40,07:25+2
2024-11-19,Qantas Airways,1 stop,"€1,146",23h 10m,20:50,07:00+2
2024-11-19,"Emirates, Qantas Airways",1 stop,"€1,146",23h 10m,20:50,07:00+2
2024-11-19,Multiple Airlines,2 stops,"€1,013",25h 30m,10:00,22:30+1
2024-11-19,"Aer Lingus, Qantas Airways",2 stops,"€1,013",25h 30m,10:00,22:30+1
2024-11-19,British Airways,2 stops,"€1,027",26h 00m,17:55,06:55+2
2024-11-19,Finnair,2 stops,"€1,081",25h 25m,18:05,06:30+2
2024-11-19,British Airways,2 stops,"€1,027",27h 00m,16:55,06:55+2
2024-11-19,Etihad Airways,2 stops,"€1,058",25h 30m,08:25,20:55+1
2024-11-20,"Aer Lingus, XiamenAir",2 stops,€493,34h 05m,13:20,10:25+2
2024-11-20,"Aer Lingus, XiamenAir",2 stops,€463,34h 05m,13:20,10:25+2
2024-11-20,Etihad Airways,1 stop,€986,23h 10m,08:25,18:35+1
2024-11-20,"Aer Lingus, Malaysia Airlines",2 stops,€778,26h 55m,06:40,20:35+1
2024-11-20,"Aer Lingus, XiamenAir",2 stops,€473,37h 25m,10:00,10:25+2
2024-11-20,Air France,2 stops,€828,26h 50m,16:40,06:30+2
2024-11-20,Singapore Airlines,2 stops,€890,24h 15m,06:40,17:55+1
2024-11-20,"Aer Lingus, China Southern",3 stops,€522,33h 05m,13:20,09:25+2
2024-11-20,"Aer Lingus, China Eastern",2 stops,€591,33h 40m,13:20,10:00+2
2024-11-20,"KLM, XiamenAir",2 stops,€612,34h 00m,13:25,10:25+2
2024-11-20,"Aer Lingus, Singapore Airlines",2 stops,€896,24h 15m,06:40,17:55+1
2024-11-20,"Aer Lingus, China Eastern",2 stops,€675,31h 30m,15:30,10:00+2
2024-11-20,Air France,2 stops,€828,27h 45m,16:40,07:25+2
2024-11-20,"Aer Lingus, Cathay Pacific",2 stops,€859,26h 10m,07:40,20:50+1
2024-11-20,Emirates,1 stop,"€1,110",22h 20m,13:10,22:30+1
2024-11-20,"Aer Lingus, China Eastern",2 stops,€648,32h 45m,14:15,10:00+2
2024-11-21,Qatar Airways,1 stop,"€1,160",23h 55m,07:55,18:50+1
2024-11-21,"Aer Lingus, Malaysia Airlines",2 stops,€778,26h 55m,06:40,20:35+1
2024-11-21,"Aer Lingus, China Southern",2 stops,€482,40h 05m,17:15,20:20+2
2024-11-21,"Aer Lingus, China Eastern",2 stops,€649,30h 30m,16:30,10:00+2
2024-11-21,"Aer Lingus, China Eastern",2 stops,€649,31h 30m,15:30,10:00+2
2024-11-21,Singapore Airlines,2 stops,€890,24h 15m,06:40,17:55+1
2024-11-21,Air France,2 stops,€828,26h 50m,16:40,06:30+2
2024-11-21,"Aer Lingus, Singapore Airlines",2 stops,€896,24h 15m,06:40,17:55+1
2024-11-21,Emirates,1 stop,"€1,110",22h 20m,13:10,22:30+1
2024-11-21,Air France,2 stops,€828,27h 45m,16:40,07:25+2
2024-11-21,"British Airways, China Eastern",2 stops,€678,31h 00m,16:00,10:00+2
2024-11-21,"Aer Lingus, Cathay Pacific",2 stops,€859,26h 10m,07:40,20:50+1
2024-11-21,"Aer Lingus, Malaysia Airlines",2 stops,€788,30h 50m,16:30,10:20+2
2024-11-21,Air France,2 stops,€828,28h 45m,16:40,08:25+2
2024-11-21,Qantas Airways,1 stop,"€1,132",22h 20m,13:10,22:30+1
2024-11-21,"Aer Lingus, Malaysia Airlines",2 stops,€788,31h 50m,15:30,10:20+2
2024-11-21,SWISS,2 stops,€904,25h 35m,18:40,07:15+2
2024-11-22,KLM,3 stops,"€1,961",27h 00m,17:25,07:25+2
2024-11-22,KLM,3 stops,"€1,998",26h 45m,17:25,07:10+2
2024-11-22,Air France,2 stops,"€2,791",26h 50m,16:40,06:30+2
2024-11-22,KLM,2 stops,"€2,966",26h 05m,17:25,06:30+2
2024-11-22,Air France,2 stops,"€2,791",27h 45m,16:40,07:25+2
2024-11-22,KLM,2 stops,"€2,966",27h 00m,17:25,07:25+2
2024-11-22,KLM,2 stops,"€2,966",30h 05m,13:25,06:30+2
2024-11-23,Qatar Airways,2 stops,"€1,337",27h 15m,07:55,22:10+1
2024-11-23,Air France,2 stops,€828,26h 50m,16:40,06:30+2
2024-11-23,"SWISS, T'way Air",3 stops,€683,100h 35m,18:40,10:15+5
2024-11-23,Air France,2 stops,€828,27h 45m,16:40,07:25+2
2024-11-23,SWISS,2 stops,€907,25h 35m,18:40,07:15+2
2024-11-23,Qantas Airways,1 stop,"€1,177",22h 20m,13:10,22:30+1
2024-11-23,Turkish Airlines,2 stops,€838,30h 25m,16:55,10:20+2
2024-11-23,"SWISS, Qantas Airways",2 stops,€983,24h 50m,18:40,06:30+2
2024-11-23,Qantas Airways,1 stop,"€1,177",23h 10m,20:50,07:00+2
2024-11-23,"SWISS, Qantas Airways",2 stops,€983,25h 45m,18:40,07:25+2
2024-11-23,"Emirates, Qantas Airways",1 stop,"€1,229",22h 20m,13:10,22:30+1
2024-11-23,"Emirates, Qantas Airways",1 stop,"€1,229",23h 10m,20:50,07:00+2
2024-11-23,Air France,2 stops,€840,34h 35m,08:55,06:30+2
2024-11-23,British Airways,2 stops,"€1,027",26h 05m,17:50,06:55+2
2024-11-23,SWISS,2 stops,€904,31h 20m,12:55,07:15+2
2024-11-23,Air France,2 stops,€840,34h 35m,08:55,06:30+2
2024-11-23,Air France,2 stops,€840,35h 30m,08:55,07:25+2
2024-11-24,Qatar Airways,2 stops,"€1,303",27h 00m,07:55,21:55+1
2024-11-24,Multiple Airlines,2 stops,€579,33h 30m,13:35,10:05+2
2024-11-24,Multiple Airlines,3 stops,€558,44h 15m,13:35,20:50+2
2024-11-24,Air France,2 stops,€828,26h 50m,16:40,06:30+2
2024-11-24,"Turkish Airlines, Jetstar",2 stops,€650,30h 15m,16:50,10:05+2
2024-11-24,Air France,2 stops,€828,27h 45m,16:40,07:25+2
2024-11-24,Qantas Airways,1 stop,"€1,146",22h 20m,13:10,22:30+1
2024-11-24,"Transavia France, T'way Air",2 stops,€626,33h 40m,13:35,10:15+2
2024-11-24,"Emirates, Qantas Airways",1 stop,"€1,146",22h 20m,13:10,22:30+1
2024-11-24,Turkish Airlines,2 stops,€843,30h 30m,16:50,10:20+2
2024-11-24,Qantas Airways,1 stop,"€1,146",23h 10m,20:50,07:00+2
2024-11-24,"Emirates, Qantas Airways",1 stop,"€1,146",23h 10m,20:50,07:00+2
2024-11-24,Air France,2 stops,€848,34h 35m,08:55,06:30+2
2024-11-24,Turkish Airlines,2 stops,€843,32h 40m,14:40,10:20+2
2024-11-24,British Airways,2 stops,"€1,040",25h 25m,18:30,06:55+2
2024-11-24,KLM,2 stops,"€1,023",27h 10m,17:20,07:30+2
2024-11-24,SWISS,2 stops,€904,34h 55m,09:20,07:15+2
2024-11-25,Qatar Airways,2 stops,"€1,264",27h 00m,07:55,21:55+1
2024-11-25,Air France,2 stops,€828,26h 50m,16:40,06:30+2
2024-11-25,Multiple Airlines,3 stops,€503,56h 30m,19:55,15:25+3
2024-11-25,Air France,2 stops,€828,27h 45m,16:40,07:25+2
2024-11-25,SWISS,2 stops,€904,25h 35m,18:40,07:15+2
2024-11-25,Qantas Airways,1 stop,"€1,146",22h 20m,13:10,22:30+1
2024-11-25,"Emirates, Qantas Airways",1 stop,"€1,146",22h 20m,13:10,22:30+1
2024-11-25,Air France,2 stops,€828,34h 35m,08:55,06:30+2
2024-11-25,Lufthansa,2 stops,€912,26h 50m,17:25,07:15+2
2024-11-25,"Emirates, Qantas Airways",1 stop,"€1,146",23h 10m,20:50,07:00+2
2024-11-25,Qantas Airways,1 stop,"€1,146",23h 10m,20:50,07:00+2
2024-11-25,Air France,2 stops,€828,34h 35m,08:55,06:30+2
2024-11-25,"SWISS, Qantas Airways",2 stops,€983,25h 45m,18:40,07:25+2
2024-11-25,Air France,2 stops,€828,35h 30m,08:55,07:25+2
2024-11-25,Air France,2 stops,€828,35h 30m,08:55,07:25+2
2024-11-25,"British Airways, Malaysia Airlines",2 stops,€816,37h 25m,20:10,20:35+2
2024-11-25,SWISS,2 stops,€904,30h 55m,13:20,07:15+2
2024-11-26,SWISS,2 stops,€904,25h 35m,18:40,07:15+2
2024-11-26,Air France,2 stops,€828,26h 50m,16:40,06:30+2
2024-11-26,Air France,2 stops,€828,27h 45m,16:40,07:25+2
2024-11-26,Qantas Airways,1 stop,"€1,146",22h 20m,13:10,22:30+1
2024-11-26,"Emirates, Qantas Airways",1 stop,"€1,146",22h 20m,13:10,22:30+1
2024-11-26,Multiple Airlines,2 stops,"€1,013",25h 30m,18:30,07:00+2
2024-11-26,Qantas Airways,1 stop,"€1,146",23h 10m,20:50,07:00+2
2024-11-26,"Emirates, Qantas Airways",1 stop,"€1,146",23h 10m,20:50,07:00+2
2024-11-26,"Aer Lingus, Qantas Airways",2 stops,"€1,013",25h 30m,10:00,22:30+1
2024-11-26,Multiple Airlines,2 stops,"€1,013",25h 30m,10:00,22:30+1
2024-11-26,Turkish Airlines,2 stops,€853,30h 30m,16:50,10:20+2
2024-11-26,Finnair,2 stops,"€1,081",25h 25m,18:05,06:30+2
2024-11-26,British Airways,2 stops,"€1,040",26h 00m,17:55,06:55+2
2024-11-26,Finnair,2 stops,"€1,084",25h 50m,18:05,06:55+2
2024-11-26,Etihad Airways,2 stops,"€1,084",25h 00m,08:25,20:25+1
2024-11-27,SWISS,2 stops,€921,25h 35m,18:40,07:15+2
2024-11-27,Air France,2 stops,€828,26h 50m,16:40,06:30+2
2024-11-27,Qantas Airways,1 stop,"€1,155",22h 20m,13:10,22:30+1
2024-11-27,Qantas Airways,1 stop,"€1,155",23h 10m,20:50,07:00+2
2024-11-27,British Airways,2 stops,"€1,040",26h 00m,17:55,06:55+2
2024-11-27,British Airways,2 stops,"€1,068",26h 30m,17:55,07:25+2
2024-11-27,KLM,2 stops,"€1,081",26h 05m,17:25,06:30+2
2024-11-27,KLM,3 stops,"€1,004",26h 45m,17:25,07:10+2
2024-11-27,KLM,3 stops,"€1,003",27h 00m,17:25,07:25+2
2024-11-27,KLM,2 stops,"€1,081",27h 00m,17:25,07:25+2
2024-11-27,British Airways,2 stops,"€1,070",28h 25m,15:30,06:55+2
2024-11-27,British Airways,2 stops,"€1,070",28h 25m,15:30,06:55+2
2024-11-27,SWISS,2 stops,€921,31h 20m,12:55,07:15+2
2024-11-27,British Airways,2 stops,"€1,082",27h 55m,16:00,06:55+2
2024-11-27,British Airways,2 stops,"€1,068",28h 55m,15:30,07:25+2
2024-11-28,Qatar Airways,2 stops,"€1,303",26h 30m,07:55,21:25+1
2024-11-28,SWISS,2 stops,€904,25h 35m,18:40,07:15+2
2024-11-28,Air France,2 stops,€828,26h 50m,16:40,06:30+2
2024-11-28,Air France,2 stops,€828,27h 45m,16:40,07:25+2
2024-11-28,Lufthansa,2 stops,€912,26h 50m,17:25,07:15+2
2024-11-28,Qantas Airways,1 stop,"€1,146",22h 20m,13:10,22:30+1
2024-11-28,"Emirates, Qantas Airways",1 stop,"€1,146",22h 20m,13:10,22:30+1
2024-11-28,Multiple Airlines,2 stops,"€1,013",25h 30m,18:30,07:00+2
2024-11-28,Qantas Airways,1 stop,"€1,146",23h 10m,20:50,07:00+2
2024-11-28,"Emirates, Qantas Airways",1 stop,"€1,146",23h 10m,20:50,07:00+2
2024-11-28,Finnair,2 stops,"€1,081",25h 25m,18:05,06:30+2
2024-11-28,British Airways,2 stops,"€1,040",26h 00m,17:55,06:55+2
2024-11-28,Multiple Airlines,2 stops,"€1,081",25h 10m,10:20,22:30+1
2024-11-28,"Aer Lingus, Qantas Airways",2 stops,"€1,081",25h 10m,10:20,22:30+1
2024-11-28,Finnair,2 stops,"€1,084",25h 50m,18:05,06:55+2
2024-11-28,Finnair,2 stops,€996,28h 30m,18:05,09:35+2
2024-11-29,Qatar Airways,2 stops,"€1,303",31h 15m,14:10,08:25+2
2024-11-29,Air France,2 stops,€828,26h 50m,16:40,06:30+2
2024-11-29,"SWISS, Sichuan Airlines",3 stops,€725,81h 45m,18:40,15:25+4
2024-11-29,Air France,2 stops,€848,27h 45m,16:40,07:25+2
2024-11-29,Qantas Airways,1 stop,"€1,171",22h 20m,13:10,22:30+1
2024-11-29,SWISS,2 stops,€904,25h 35m,18:40,07:15+2
2024-11-29,"Emirates, Qantas Airways",1 stop,"€1,171",22h 20m,13:10,22:30+1
2024-11-29,Turkish Airlines,2 stops,€816,38h 40m,16:50,18:30+2
2024-11-29,SWISS,2 stops,€904,31h 30m,12:45,07:15+2
2024-11-29,Multiple Airlines,2 stops,"€1,037",25h 30m,18:30,07:00+2
2024-11-29,British Airways,2 stops,"€1,040",25h 40m,18:15,06:55+2
2024-11-29,Finnair,2 stops,"€1,081",26h 20m,18:05,07:25+2
2024-11-29,Air France,2 stops,€859,37h 30m,06:00,06:30+2
2024-11-29,KLM,3 stops,€940,26h 45m,17:25,07:10+2
2024-11-29,Qantas Airways,1 stop,"€1,269",23h 10m,20:50,07:00+2
2024-11-29,"Emirates, Qantas Airways",1 stop,"€1,269",23h 10m,20:50,07:00+2
2024-11-29,British Airways,2 stops,"€1,040",28h 00m,15:55,06:55+2
2024-11-30,"Aer Lingus, XiamenAir",2 stops,€527,34h 05m,13:20,10:25+2
2024-11-30,"Aer Lingus, XiamenAir",2 stops,€528,34h 05m,13:20,10:25+2
2024-11-30,"Aer Lingus, Malaysia Airlines",2 stops,€778,26h 55m,06:40,20:35+1
2024-11-30,"KLM, XiamenAir",2 stops,€566,34h 00m,13:25,10:25+2
2024-11-30,Air France,2 stops,€815,26h 50m,16:40,06:30+2
2024-11-30,Air France,2 stops,€815,27h 45m,16:40,07:25+2
2024-11-30,"Aer Lingus, Air China",2 stops,€564,36h 00m,16:30,15:30+2
2024-11-30,"British Airways, Cathay Pacific",2 stops,€828,28h 10m,16:05,07:15+2
2024-11-30,"Aer Lingus, Cathay Pacific",2 stops,€881,26h 10m,07:40,20:50+1
2024-11-30,"Hainan Airlines, China Southern",3 stops,€559,33h 20m,11:10,07:30+2
2024-11-30,Emirates,1 stop,"€1,124",23h 10m,20:50,07:00+2
2024-11-30,Qantas Airways,1 stop,"€1,156",22h 20m,13:10,22:30+1
2024-11-30,"Hainan Airlines, China Southern",3 stops,€559,33h 20m,11:10,07:30+2
2024-11-30,Emirates,1 stop,"€1,162",22h 20m,13:10,22:30+1
2024-11-30,"Aer Lingus, Cathay Pacific",2 stops,€881,26h 55m,06:55,20:50+1
2024-11-30,"Aer Lingus, Cathay Pacific",2 stops,€878,27h 35m,06:15,20:50+1
2024-12-01,Qatar Airways,2 stops,"€1,303",27h 00m,07:55,21:55+1
2024-12-01,Air France,2 stops,€764,26h 50m,16:40,06:30+2
2024-12-01,Multiple Airlines,3 stops,€542,56h 40m,13:35,09:15+3
2024-12-01,"Turkish Airlines, Jetstar",2 stops,€639,30h 15m,16:50,10:05+2
2024-12-01,Multiple Airlines,2 stops,€609,33h 30m,13:35,10:05+2
2024-12-01,Air France,2 stops,€764,27h 45m,16:40,07:25+2
2024-12-01,"Transavia France, T'way Air",2 stops,€629,33h 40m,13:35,10:15+2
2024-12-01,Qantas Airways,1 stop,"€1,146",22h 20m,13:10,22:30+1
2024-12-01,"Emirates, Qantas Airways",1 stop,"€1,146",22h 20m,13:10,22:30+1
2024-12-01,Lufthansa,2 stops,€912,26h 45m,17:30,07:15+2
2024-12-01,Air France,2 stops,€780,34h 35m,08:55,06:30+2
2024-12-01,Qantas Airways,1 stop,"€1,146",23h 10m,20:50,07:00+2
2024-12-01,"Emirates, Qantas Airways",1 stop,"€1,146",23h 10m,20:50,07:00+2
2024-12-01,KLM,2 stops,€959,27h 10m,17:20,07:30+2
2024-12-01,Turkish Airlines,2 stops,€910,30h 30m,16:50,10:20+2
2024-12-01,Air France,2 stops,€790,37h 30m,06:00,06:30+2
2024-12-01,KLM,2 stops,"€1,003",26h 10m,17:20,06:30+2
2024-12-02,Qatar Airways,2 stops,"€1,264",27h 00m,07:55,21:55+1
2024-12-02,Air France,2 stops,€764,26h 50m,16:40,06:30+2
2024-12-02,Multiple Airlines,3 stops,€601,41h 20m,16:00,20:20+2
2024-12-02,Air France,2 stops,€765,27h 45m,16:40,07:25+2
2024-12-02,SWISS,2 stops,€904,27h 55m,18:40,09:35+2
2024-12-02,"SWISS, Qantas Airways",2 stops,€983,25h 45m,18:40,07:25+2
2024-12-02,Qantas Airways,1 stop,"€1,146",22h 20m,13:10,22:30+1
2024-12-02,"Emirates, Qantas Airways",1 stop,"€1,146",22h 20m,13:10,22:30+1
2024-12-02,Multiple Airlines,2 stops,"€1,013",25h 30m,18:30,07:00+2
2024-12-02,Qantas Airways,1 stop,"€1,146",23h 10m,20:50,07:00+2
2024-12-02,"Emirates, Qantas Airways",1 stop,"€1,146",23h 10m,20:50,07:00+2
2024-12-02,Turkish Airlines,2 stops,€840,30h 25m,16:55,10:20+2
2024-12-02,KLM,2 stops,"€1,002",26h 05m,17:25,06:30+2
2024-12-02,SWISS,2 stops,"€1,018",26h 00m,18:40,07:40+2
2024-12-02,KLM,3 stops,€938,26h 45m,17:25,07:10+2
2024-12-02,KLM,3 stops,€937,27h 00m,17:25,07:25+2
2024-12-02,British Airways,2 stops,"€1,027",26h 05m,17:50,06:55+2
2024-12-03,Qatar Airways,2 stops,"€1,264",27h 00m,07:55,21:55+1
2024-12-03,Air France,2 stops,€764,26h 50m,16:40,06:30+2
2024-12-03,Multiple Airlines,3 stops,€501,59h 35m,16:50,15:25+3
2024-12-03,Air France,2 stops,€764,27h 45m,16:40,07:25+2
2024-12-03,SWISS,2 stops,€904,25h 35m,18:40,07:15+2
2024-12-03,"Air France, Qantas Airways",2 stops,€849,27h 45m,16:40,07:25+2
2024-12-03,Lufthansa,2 stops,€912,26h 50m,17:25,07:15+2
2024-12-03,"SWISS, Qantas Airways",2 stops,€983,25h 45m,18:40,07:25+2
2024-12-03,KLM,2 stops,€955,27h 05m,17:25,07:30+2
2024-12-03,Multiple Airlines,2 stops,"€1,013",25h 30m,18:30,07:00+2
2024-12-03,KLM,2 stops,€996,26h 05m,17:25,06:30+2
2024-12-03,KLM,3 stops,€938,26h 45m,17:25,07:10+2
2024-12-03,KLM,3 stops,€937,27h 00m,17:25,07:25+2
2024-12-03,Qantas Airways,1 stop,"€1,146",22h 20m,13:10,22:30+1
2024-12-03,"Emirates, Qantas Airways",1 stop,"€1,146",22h 20m,13:10,22:30+1
2024-12-03,Qantas Airways,1 stop,"€1,146",23h 10m,20:50,07:00+2
2024-12-03,"Emirates, Qantas Airways",1 stop,"€1,146",23h 10m,20:50,07:00+2
2024-12-04,Qatar Airways,2 stops,"€1,264",26h 30m,07:55,21:25+1
2024-12-04,SWISS,2 stops,€904,25h 35m,18:40,07:15+2
2024-12-04,Air France,2 stops,€765,34h 35m,08:55,06:30+2
2024-12-04,Qantas Airways,1 stop,"€1,146",22h 20m,13:10,22:30+1
2024-12-04,"Emirates, Qantas Airways",1 stop,"€1,146",22h 20m,13:10,22:30+1
2024-12-04,Lufthansa,2 stops,€912,26h 50m,17:25,07:15+2
2024-12-04,Qantas Airways,1 stop,"€1,146",23h 10m,20:50,07:00+2
2024-12-04,"Emirates, Qantas Airways",1 stop,"€1,146",23h 10m,20:50,07:00+2
2024-12-04,Multiple Airlines,2 stops,"€1,013",25h 30m,18:30,07:00+2
2024-12-04,KLM,2 stops,"€1,002",26h 05m,17:25,06:30+2
2024-12-04,KLM,3 stops,€938,26h 45m,17:25,07:10+2
2024-12-04,Air France,2 stops,€994,26h 50m,16:40,06:30+2
2024-12-04,KLM,3 stops,€937,27h 00m,17:25,07:25+2
2024-12-04,KLM,2 stops,"€1,002",27h 00m,17:25,07:25+2
2024-12-04,Air France,2 stops,€994,27h 45m,16:40,07:25+2
2024-12-04,"Aer Lingus, Qantas Airways",2 stops,"€1,097",25h 10m,10:20,22:30+1
2024-12-04,Multiple Airlines,2 stops,"€1,097",25h 10m,10:20,22:30+1
2024-12-05,Qatar Airways,2 stops,"€1,384",26h 15m,07:55,21:10+1
2024-12-05,SWISS,2 stops,€904,25h 35m,18:40,07:15+2
2024-12-05,Turkish Airlines,2 stops,€850,40h 45m,16:50,20:35+2
2024-12-05,Qantas Airways,1 stop,"€1,146",22h 20m,13:10,22:30+1
2024-12-05,"Emirates, Qantas Airways",1 stop,"€1,146",22h 20m,13:10,22:30+1
2024-12-05,Qantas Airways,1 stop,"€1,146",23h 10m,20:50,07:00+2
2024-12-05,"Emirates, Qantas Airways",1 stop,"€1,146",23h 10m,20:50,07:00+2
2024-12-05,KLM,2 stops,"€1,003",26h 05m,17:25,06:30+2
2024-12-05,KLM,2 stops,€959,27h 05m,17:25,07:30+2
2024-12-05,Finnair,2 stops,"€1,081",25h 25m,18:05,06:30+2
2024-12-05,Finnair,2 stops,"€1,084",25h 50m,18:05,06:55+2
2024-12-05,Air France,2 stops,€997,26h 50m,16:40,06:30+2
