Date,Flight Name,Stops,Price,Duration,Departure-Time,Arrival-Time
2024-12-23,"Aer Lingus, China Airlines",2 stops,"€1,025",37h 05m,12:05,12:10+2
2024-12-23,"Aer Lingus, Emirates",2 stops,"€1,381",25h 10m,10:20,22:30+1
2024-12-24,"Aer Lingus, Emirates",2 stops,"€1,206",29h 45m,14:15,07:00+2
2024-12-24,Emirates,1 stop,"€1,250",23h 10m,20:50,07:00+2
2024-12-24,Multiple Airlines,3 stops,€658,54h 10m,13:20,06:30+3
2024-12-24,"Aer Lingus, Air India",2 stops,"€1,002",31h 50m,13:20,08:10+2
2024-12-24,Qantas Airways,1 stop,"€1,272",23h 10m,20:50,07:00+2
2024-12-24,Qatar Airways,1 stop,"€1,260",23h 55m,07:55,18:50+1
2024-12-24,"Aer Lingus, China Eastern",2 stops,"€1,011",31h 25m,12:05,06:30+2
2024-12-24,"Aer Lingus, China Southern",2 stops,"€1,108",26h 25m,06:55,20:20+1
2024-12-24,"British Airways, China Eastern",2 stops,"€1,043",30h 10m,13:20,06:30+2
2024-12-24,"Emirates, Qantas Airways",1 stop,"€1,360",22h 20m,13:10,22:30+1
2024-12-24,Emirates,1 stop,"€1,379",22h 20m,13:10,22:30+1
2024-12-24,"Emirates, Qantas Airways",1 stop,"€1,290",23h 10m,20:50,07:00+2
2024-12-24,"Aer Lingus, Qantas Airways",2 stops,"€1,182",29h 15m,14:15,06:30+2
2024-12-24,Qantas Airways,1 stop,"€1,392",22h 20m,13:10,22:30+1
2024-12-24,"Aer Lingus, China Eastern",2 stops,"€1,110",29h 15m,14:15,06:30+2
2024-12-24,Emirates,1 stop,"€1,264",34h 45m,20:50,18:35+2
2024-12-24,"Emirates, Vietnam Airlines",2 stops,"€1,192",26h 00m,20:50,09:50+2
2024-12-25,Japan Airlines,2 stops,"€2,367",33h 10m,10:40,06:50+2
2024-12-25,Japan Airlines,2 stops,"€2,367",36h 40m,07:10,06:50+2
2024-12-25,Japan Airlines,2 stops,"€2,367",57h 10m,10:40,06:50+3
2024-12-25,Japan Airlines,2 stops,"€2,367",60h 40m,07:10,06:50+3
2024-12-25,Japan Airlines,2 stops,"€2,927",57h 10m,10:40,06:50+3
2024-12-26,Turkish Airlines,2 stops,"€1,667",54h 30m,16:50,10:20+3
2024-12-26,Multiple Airlines,2 stops,"€1,511",25h 10m,10:20,22:30+1
2024-12-26,"Aer Lingus, Qantas Airways",2 stops,"€1,511",25h 10m,10:20,22:30+1
2024-12-26,"Emirates, Qantas Airways",1 stop,"€1,925",22h 20m,13:10,22:30+1
2024-12-26,Qantas Airways,1 stop,"€1,925",22h 20m,13:10,22:30+1
2024-12-26,Etihad Airways,2 stops,"€1,669",25h 45m,08:25,21:10+1
2024-12-26,"Aer Lingus, Qantas Airways",2 stops,"€1,590",25h 30m,10:00,22:30+1
2024-12-26,Qantas Airways,1 stop,"€1,925",23h 10m,20:50,07:00+2
2024-12-26,Multiple Airlines,2 stops,"€1,590",25h 30m,10:00,22:30+1
2024-12-26,"Emirates, Qantas Airways",1 stop,"€1,925",23h 10m,20:50,07:00+2
2024-12-26,Etihad Airways,2 stops,"€1,787",25h 00m,08:25,20:25+1
2024-12-26,"Emirates, Qantas Airways",1 stop,"€1,925",30h 50m,13:10,07:00+2
2024-12-26,Qantas Airways,1 stop,"€1,925",30h 50m,13:10,07:00+2
2024-12-26,Finnair,2 stops,"€1,680",36h 50m,09:45,09:35+2
2024-12-26,Etihad Airways,2 stops,"€1,787",25h 30m,08:25,20:55+1
2024-12-26,Finnair,2 stops,"€1,677",37h 20m,09:45,10:05+2
2024-12-27,Air France,2 stops,"€2,791",26h 50m,16:40,06:30+2
2024-12-27,KLM,2 stops,"€2,966",26h 05m,17:25,06:30+2
2024-12-27,KLM,2 stops,"€2,966",27h 00m,17:25,07:25+2
2024-12-27,KLM,2 stops,"€2,966",28h 00m,17:25,08:25+2
2024-12-27,KLM,3 stops,"€2,967",26h 45m,17:25,07:10+2
2024-12-27,KLM,3 stops,"€2,966",27h 00m,17:25,07:25+2
2024-12-27,KLM,2 stops,"€4,102",26h 30m,17:25,06:55+2
2024-12-28,Qatar Airways,2 stops,"€2,301",26h 15m,07:55,21:10+1
2024-12-28,"KLM, China Eastern",2 stops,"€1,202",30h 05m,13:25,06:30+2
2024-12-28,"SWISS, China Eastern",3 stops,"€1,184",48h 50m,18:40,06:30+3
2024-12-28,"KLM, Air India",2 stops,"€1,201",31h 45m,13:25,08:10+2
2024-12-28,"Emirates, Qantas Airways",1 stop,"€1,869",23h 10m,20:50,07:00+2
2024-12-28,Qantas Airways,1 stop,"€1,917",23h 10m,20:50,07:00+2
2024-12-28,"Emirates, Qantas Airways",1 stop,"€1,619",34h 45m,20:50,18:35+2
2024-12-28,Etihad Airways,2 stops,"€1,683",25h 45m,08:25,21:10+1
2024-12-28,Qantas Airways,1 stop,"€1,630",34h 45m,20:50,18:35+2
2024-12-28,Turkish Airlines,2 stops,"€1,542",30h 25m,16:55,10:20+2
2024-12-28,British Airways,2 stops,"€1,534",35h 15m,20:35,18:50+2
2024-12-28,"Emirates, Qantas Airways",1 stop,"€2,180",22h 20m,13:10,22:30+1
2024-12-28,Qantas Airways,1 stop,"€2,180",22h 20m,13:10,22:30+1
2024-12-28,Etihad Airways,2 stops,"€1,959",25h 00m,08:25,20:25+1
2024-12-28,Etihad Airways,2 stops,"€1,959",25h 30m,08:25,20:55+1
2024-12-28,Turkish Airlines,2 stops,"€1,652",36h 25m,10:55,10:20+2
2024-12-28,Etihad Airways,2 stops,"€1,959",26h 00m,08:25,21:25+1
2024-12-29,Qatar Airways,2 stops,"€1,757",27h 15m,07:55,22:10+1
2024-12-29,British Airways,2 stops,"€1,527",28h 05m,15:50,06:55+2
2024-12-29,"SWISS, Air China",3 stops,€975,57h 50m,18:40,15:30+3
2024-12-29,Qantas Airways,1 stop,"€1,892",22h 20m,13:10,22:30+1
2024-12-29,Turkish Airlines,2 stops,"€1,231",40h 50m,14:40,18:30+2
2024-12-29,"Emirates, Qantas Airways",1 stop,"€1,892",22h 20m,13:10,22:30+1
2024-12-29,Qantas Airways,1 stop,"€1,892",23h 10m,20:50,07:00+2
2024-12-29,"Emirates, Qantas Airways",1 stop,"€1,892",23h 10m,20:50,07:00+2
2024-12-29,Qatar Airways,2 stops,"€1,674",27h 15m,07:55,22:10+1
2024-12-29,Turkish Airlines,2 stops,"€1,440",38h 40m,16:50,18:30+2
2024-12-29,Qantas Airways,1 stop,"€1,892",30h 50m,13:10,07:00+2
2024-12-29,"Emirates, Qantas Airways",1 stop,"€1,892",30h 50m,13:10,07:00+2
2024-12-29,Finnair,2 stops,"€1,677",37h 20m,09:45,10:05+2
2024-12-29,British Airways,2 stops,"€1,868",25h 25m,18:30,06:55+2
2024-12-29,Etihad Airways,2 stops,"€1,685",36h 00m,08:25,07:25+2
2024-12-29,Turkish Airlines,2 stops,"€1,802",30h 30m,16:50,10:20+2
2024-12-29,SWISS,2 stops,"€1,911",25h 35m,18:40,07:15+2
2024-12-30,Qantas Airways,1 stop,"€1,577",22h 20m,13:10,22:30+1
2024-12-30,Finnair,2 stops,"€1,329",34h 50m,09:45,07:35+2
2024-12-30,Qantas Airways,1 stop,"€1,743",23h 10m,20:50,07:00+2
2024-12-30,British Airways,2 stops,"€1,546",26h 05m,17:50,06:55+2
2024-12-30,British Airways,2 stops,"€1,442",27h 55m,16:00,06:55+2
2024-12-30,British Airways,2 stops,"€1,484",27h 55m,16:00,06:55+2
2024-12-30,British Airways,2 stops,"€1,472",28h 25m,15:30,06:55+2
2024-12-30,SWISS,2 stops,"€1,928",24h 15m,18:40,05:55+2
2024-12-30,Turkish Airlines,2 stops,"€1,450",29h 45m,16:55,09:40+2
2024-12-30,British Airways,2 stops,"€1,472",29h 40m,14:15,06:55+2
2024-12-30,Lufthansa,2 stops,"€1,930",24h 55m,18:00,05:55+2
2024-12-30,Qatar Airways,2 stops,"€1,718",27h 15m,07:55,22:10+1
2024-12-30,Air France,2 stops,"€1,822",26h 50m,16:40,06:30+2
2024-12-30,SWISS,2 stops,"€1,989",25h 35m,18:40,07:15+2
2024-12-30,KLM,2 stops,"€1,997",26h 05m,17:25,06:30+2
2024-12-30,British Airways,2 stops,"€1,472",31h 50m,12:05,06:55+2
2024-12-31,Qatar Airways,1 stop,"€1,815",23h 55m,07:55,18:50+1
2024-12-31,Emirates,1 stop,"€1,433",23h 10m,20:50,07:00+2
2024-12-31,Multiple Airlines,3 stops,€636,52h 40m,06:15,21:55+2
2024-12-31,"Aer Lingus, KLM",2 stops,"€1,271",26h 15m,17:15,06:30+2
2024-12-31,"Hainan Airlines, Juneyao Airlines",2 stops,€870,32h 20m,11:10,06:30+2
2024-12-31,Qantas Airways,1 stop,"€1,479",23h 10m,20:50,07:00+2
2024-12-31,"Hainan Airlines, Juneyao Airlines",2 stops,€874,32h 20m,11:10,06:30+2
2024-12-31,"Hainan Airlines, Juneyao Airlines",2 stops,€874,32h 20m,11:10,06:30+2
2024-12-31,"Aer Lingus, KLM",2 stops,"€1,271",27h 10m,17:15,07:25+2
2024-12-31,"Aer Lingus, Cathay Pacific",2 stops,"€1,261",27h 35m,06:15,20:50+1
2024-12-31,"Emirates, Qantas Airways",1 stop,"€1,479",23h 10m,20:50,07:00+2
2024-12-31,"Hainan Airlines, Juneyao Airlines",2 stops,€916,32h 20m,11:10,06:30+2
2024-12-31,Emirates,1 stop,"€1,622",22h 20m,13:10,22:30+1
2024-12-31,Multiple Airlines,2 stops,€979,32h 20m,11:10,06:30+2
2024-12-31,Multiple Airlines,2 stops,€983,32h 20m,11:10,06:30+2
2024-12-31,Qantas Airways,1 stop,"€1,644",22h 20m,13:10,22:30+1
2024-12-31,"Emirates, Qantas Airways",1 stop,"€1,644",22h 20m,13:10,22:30+1
2025-01-01,Qantas Airways,1 stop,"€1,644",23h 10m,20:50,07:00+2
2025-01-01,Etihad Airways,2 stops,"€1,455",36h 00m,08:25,07:25+2
2025-01-01,"Emirates, Qantas Airways",1 stop,"€1,644",23h 10m,20:50,07:00+2
2025-01-01,Qantas Airways,1 stop,"€1,810",22h 20m,13:10,22:30+1
2025-01-01,"Emirates, Qantas Airways",1 stop,"€1,810",22h 20m,13:10,22:30+1
2025-01-01,Etihad Airways,2 stops,"€1,615",25h 00m,08:25,20:25+1
2025-01-01,Etihad Airways,2 stops,"€1,615",25h 30m,08:25,20:55+1
2025-01-01,Etihad Airways,2 stops,"€1,615",26h 00m,08:25,21:25+1
2025-01-01,Etihad Airways,2 stops,"€1,615",26h 30m,08:25,21:55+1
2025-01-01,Etihad Airways,2 stops,"€1,615",27h 00m,08:25,22:25+1
2025-01-01,Qantas Airways,2 stops,"€1,774",26h 05m,20:50,09:55+2
2025-01-01,"Aer Lingus, Qantas Airways",2 stops,"€1,823",25h 10m,10:20,22:30+1
2025-01-01,Multiple Airlines,2 stops,"€1,823",25h 10m,10:20,22:30+1
2025-01-01,Multiple Airlines,2 stops,"€1,903",25h 30m,18:30,07:00+2
2025-01-01,"Aer Lingus, Qantas Airways",2 stops,"€1,903",25h 30m,10:00,22:30+1
2025-01-01,Air France,2 stops,"€1,824",26h 50m,16:40,06:30+2
2025-01-02,Qatar Airways,2 stops,"€2,872",26h 15m,07:55,21:10+1
2025-01-02,Etihad Airways,2 stops,"€1,600",36h 00m,08:25,07:25+2
2025-01-02,Finnair,2 stops,"€1,781",26h 20m,18:05,07:25+2
2025-01-02,"Emirates, Qantas Airways",1 stop,"€2,074",22h 20m,13:10,22:30+1
2025-01-02,Qantas Airways,1 stop,"€2,074",22h 20m,13:10,22:30+1
2025-01-02,Finnair,2 stops,"€1,680",30h 55m,18:05,12:00+2
2025-01-02,Finnair,2 stops,"€1,781",27h 20m,18:05,08:25+2
2025-01-02,"Emirates, Qantas Airways",1 stop,"€2,074",23h 10m,20:50,07:00+2
2025-01-02,Qantas Airways,1 stop,"€2,074",23h 10m,20:50,07:00+2
2025-01-02,Turkish Airlines,2 stops,"€1,768",29h 50m,16:50,09:40+2
2025-01-02,"Emirates, Qantas Airways",1 stop,"€2,074",30h 50m,13:10,07:00+2
2025-01-02,Qantas Airways,1 stop,"€2,074",30h 50m,13:10,07:00+2
2025-01-02,Turkish Airlines,2 stops,"€1,768",32h 00m,14:40,09:40+2
2025-01-02,"Aer Lingus, Qantas Airways",2 stops,"€2,019",25h 10m,10:20,22:30+1
2025-01-02,Turkish Airlines,2 stops,"€1,770",35h 45m,10:55,09:40+2
2025-01-02,Finnair,2 stops,"€1,777",34h 50m,09:45,07:35+2
2025-01-03,Qantas Airways,1 stop,"€2,098",22h 20m,13:10,22:30+1
2025-01-03,Turkish Airlines,2 stops,"€1,674",40h 30m,15:00,18:30+2
2025-01-03,"Emirates, Qantas Airways",1 stop,"€2,098",22h 20m,13:10,22:30+1
2025-01-03,Qantas Airways,1 stop,"€2,098",23h 10m,20:50,07:00+2
2025-01-03,"Emirates, Qantas Airways",1 stop,"€2,098",23h 10m,20:50,07:00+2
2025-01-03,"Finnair, Qantas Airways",2 stops,"€2,149",25h 25m,18:05,06:30+2
2025-01-03,"Aer Lingus, Qantas Airways",2 stops,"€2,124",25h 00m,10:30,22:30+1
2025-01-03,Multiple Airlines,2 stops,"€2,124",25h 00m,10:30,22:30+1
2025-01-03,Multiple Airlines,2 stops,"€2,115",25h 10m,10:20,22:30+1
2025-01-03,British Airways,2 stops,"€1,901",28h 00m,15:55,06:55+2
2025-01-03,KLM,3 stops,"€1,908",27h 00m,17:25,07:25+2
2025-01-03,Turkish Airlines,2 stops,"€1,812",29h 50m,16:50,09:40+2
2025-01-03,KLM,3 stops,"€2,000",26h 45m,17:25,07:10+2
2025-01-03,Finnair,2 stops,"€2,014",28h 30m,18:05,09:35+2
2025-01-03,"Finnair, Cathay Pacific",2 stops,"€2,161",28h 30m,18:05,09:35+2
2025-01-03,Turkish Airlines,2 stops,"€1,823",31h 40m,15:00,09:40+2
2025-01-04,Qatar Airways,2 stops,"€2,231",26h 15m,07:55,21:10+1
2025-01-04,"Aer Lingus, Qantas Airways",2 stops,"€1,847",25h 10m,10:20,22:30+1
2025-01-04,Finnair,2 stops,"€1,830",58h 50m,09:45,07:35+3
2025-01-04,Qantas Airways,1 stop,"€2,098",22h 20m,13:10,22:30+1
2025-01-04,Multiple Airlines,2 stops,"€1,847",25h 10m,10:20,22:30+1
2025-01-04,"Emirates, Qantas Airways",1 stop,"€2,098",22h 20m,13:10,22:30+1
2025-01-04,Qantas Airways,1 stop,"€2,098",23h 10m,20:50,07:00+2
2025-01-04,"Emirates, Qantas Airways",1 stop,"€2,098",23h 10m,20:50,07:00+2
2025-01-04,Multiple Airlines,2 stops,"€1,927",25h 30m,10:00,22:30+1
2025-01-04,Qantas Airways,1 stop,"€2,098",30h 50m,13:10,07:00+2
2025-01-04,"Emirates, Qantas Airways",1 stop,"€2,098",30h 50m,13:10,07:00+2
2025-01-04,KLM,3 stops,"€1,908",27h 05m,17:20,07:25+2
2025-01-04,KLM,2 stops,"€1,999",26h 10m,17:20,06:30+2
2025-01-04,KLM,2 stops,"€1,999",27h 05m,17:20,07:25+2
2025-01-04,KLM,2 stops,"€1,999",30h 05m,13:25,06:30+2
2025-01-04,KLM,3 stops,"€2,000",26h 50m,17:20,07:10+2
2025-01-04,Qantas Airways,1 stop,"€2,124",34h 45m,20:50,18:35+2
2025-01-05,Finnair,2 stops,"€1,476",36h 50m,09:45,09:35+2
2025-01-05,Qantas Airways,1 stop,"€1,810",22h 20m,13:10,22:30+1
2025-01-05,Finnair,2 stops,"€1,434",36h 50m,09:45,09:35+2
2025-01-05,"Emirates, Qantas Airways",1 stop,"€1,810",22h 20m,13:10,22:30+1
2025-01-05,Qantas Airways,1 stop,"€1,810",23h 10m,20:50,07:00+2
2025-01-05,"Emirates, Qantas Airways",1 stop,"€1,810",23h 10m,20:50,07:00+2
2025-01-05,Etihad Airways,2 stops,"€1,611",36h 00m,08:25,07:25+2
2025-01-05,Qantas Airways,1 stop,"€1,810",30h 50m,13:10,07:00+2
2025-01-05,"Emirates, Qantas Airways",1 stop,"€1,810",30h 50m,13:10,07:00+2
2025-01-05,Air France,2 stops,"€1,824",26h 50m,16:40,06:30+2
2025-01-05,Emirates,2 stops,"€1,797",31h 15m,13:10,07:25+2
2025-01-05,Air France,2 stops,"€1,823",27h 45m,16:40,07:25+2
2025-01-05,Emirates,2 stops,"€1,797",31h 15m,13:10,07:25+2
2025-01-05,Finnair,2 stops,"€1,777",34h 50m,09:45,07:35+2
2025-01-05,British Airways,2 stops,"€1,901",28h 05m,15:50,06:55+2
2025-01-05,Etihad Airways,2 stops,"€2,077",25h 00m,08:25,20:25+1
2025-01-06,KLM,3 stops,"€1,015",40h 45m,05:55,09:40+2
2025-01-06,KLM,3 stops,"€1,013",40h 45m,05:55,09:40+2
2025-01-06,KLM,3 stops,"€1,076",33h 15m,13:25,09:40+2
2025-01-06,Turkish Airlines,2 stops,"€1,533",29h 45m,16:55,09:40+2
2025-01-06,KLM,2 stops,"€1,088",37h 50m,08:50,09:40+2
2025-01-06,KLM,2 stops,"€1,088",40h 45m,05:55,09:40+2
2025-01-06,Qantas Airways,1 stop,"€2,033",22h 20m,13:10,22:30+1
2025-01-06,"Emirates, Qantas Airways",1 stop,"€2,074",22h 20m,13:10,22:30+1
2025-01-06,KLM,3 stops,"€1,076",37h 50m,08:50,09:40+2
2025-01-06,Etihad Airways,2 stops,"€1,448",36h 00m,08:25,07:25+2
2025-01-06,"Emirates, Qantas Airways",1 stop,"€2,074",23h 10m,20:50,07:00+2
2025-01-06,Qantas Airways,1 stop,"€2,074",23h 10m,20:50,07:00+2
2025-01-06,Finnair,2 stops,"€1,434",39h 15m,09:45,12:00+2
2025-01-06,Air France,2 stops,"€1,823",27h 45m,16:40,07:25+2
2025-01-06,Etihad Airways,2 stops,"€1,451",38h 30m,08:25,09:55+2
2025-01-06,Turkish Airlines,2 stops,"€1,534",35h 45m,10:55,09:40+2
2025-01-07,Air France,2 stops,€892,33h 55m,16:40,13:35+2
2025-01-07,Multiple Airlines,3 stops,€779,50h 25m,07:25,20:50+2
2025-01-07,Finnair,2 stops,"€1,434",28h 30m,18:05,09:35+2
2025-01-07,Finnair,2 stops,"€1,434",30h 55m,18:05,12:00+2
2025-01-07,"Emirates, Qantas Airways",1 stop,"€2,074",22h 20m,13:10,22:30+1
2025-01-07,Qantas Airways,1 stop,"€2,074",22h 20m,13:10,22:30+1
2025-01-07,Etihad Airways,2 stops,"€1,455",36h 00m,08:25,07:25+2
2025-01-07,Turkish Airlines,2 stops,"€1,405",40h 50m,14:40,18:30+2
2025-01-07,Etihad Airways,2 stops,"€1,819",25h 00m,08:25,20:25+1
2025-01-07,Qantas Airways,1 stop,"€2,074",23h 10m,20:50,07:00+2
2025-01-07,"Emirates, Qantas Airways",1 stop,"€2,074",23h 10m,20:50,07:00+2
2025-01-07,Etihad Airways,2 stops,"€1,819",26h 00m,08:25,21:25+1
2025-01-07,Air France,2 stops,"€1,824",26h 50m,16:40,06:30+2
2025-01-07,"Finnair, Cathay Pacific",2 stops,"€1,815",28h 30m,18:05,09:35+2
2025-01-07,Turkish Airlines,2 stops,"€1,421",44h 35m,10:55,18:30+2
2025-01-07,KLM,2 stops,"€1,734",31h 10m,13:25,07:35+2
2025-01-08,XiamenAir,2 stops,€931,34h 00m,13:25,10:25+2
2025-01-08,XiamenAir,2 stops,€920,34h 00m,13:25,10:25+2
2025-01-08,Multiple Airlines,3 stops,€761,38h 50m,07:25,09:15+2
2025-01-08,"Turkish Airlines, AirAsia X",2 stops,€953,29h 20m,16:55,09:15+2
2025-01-08,China Eastern,2 stops,"€1,110",30h 05m,13:25,06:30+2
2025-01-08,Etihad Airways,1 stop,"€1,606",23h 10m,08:25,18:35+1
2025-01-08,"Aer Lingus, Cathay Pacific",2 stops,"€1,249",26h 55m,06:55,20:50+1
2025-01-08,Turkish Airlines,2 stops,"€1,173",29h 45m,16:55,09:40+2
2025-01-08,KLM,3 stops,€997,33h 15m,13:25,09:40+2
2025-01-08,"British Airways, Malaysia Airlines",2 stops,"€1,181",31h 20m,16:00,10:20+2
2025-01-08,KLM,3 stops,"€1,001",37h 50m,08:50,09:40+2
2025-01-08,"British Airways, Malaysia Airlines",2 stops,"€1,139",34h 20m,13:00,10:20+2
2025-01-08,"Aer Lingus, China Eastern",2 stops,"€1,155",30h 10m,13:20,06:30+2
2025-01-08,"Scandinavian Airlines, Air India",2 stops,"€1,244",32h 40m,12:30,08:10+2
2025-01-08,"KLM, China Eastern",2 stops,"€1,162",30h 05m,13:25,06:30+2
2025-01-08,"Aer Lingus, China Eastern",2 stops,"€1,110",32h 45m,14:15,10:00+2
2025-01-08,"Aer Lingus, Cathay Pacific",2 stops,"€1,465",26h 10m,07:40,20:50+1
2025-01-09,Qatar Airways,2 stops,"€2,231",26h 15m,07:55,21:10+1
2025-01-09,Turkish Airlines,2 stops,"€1,173",29h 50m,16:50,09:40+2
2025-01-09,"Lufthansa, Hainan Airlines",3 stops,€855,46h 40m,05:15,14:55+2
2025-01-09,"British Airways, Malaysia Airlines",2 stops,"€1,181",31h 20m,16:00,10:20+2
2025-01-09,Qantas Airways,1 stop,"€1,810",22h 20m,13:10,22:30+1
2025-01-09,Turkish Airlines,2 stops,"€1,173",32h 00m,14:40,09:40+2
2025-01-09,"Emirates, Qantas Airways",1 stop,"€1,810",22h 20m,13:10,22:30+1
2025-01-09,Turkish Airlines,2 stops,"€1,253",35h 45m,10:55,09:40+2
2025-01-09,"British Airways, Malaysia Airlines",2 stops,"€1,182",36h 10m,11:10,10:20+2
2025-01-09,"British Airways, Malaysia Airlines",2 stops,"€1,183",40h 20m,07:00,10:20+2
2025-01-09,"British Airways, Malaysia Airlines",2 stops,"€1,187",41h 35m,16:00,20:35+2
2025-01-09,"Finnair, Juneyao Airlines",2 stops,"€1,382",33h 45m,09:45,06:30+2
2025-01-09,Finnair,2 stops,"€1,781",26h 20m,18:05,07:25+2
2025-01-09,Qantas Airways,1 stop,"€2,074",23h 10m,20:50,07:00+2
2025-01-09,Finnair,2 stops,"€1,781",27h 20m,18:05,08:25+2
2025-01-09,"Emirates, Qantas Airways",1 stop,"€2,074",23h 10m,20:50,07:00+2
2025-01-09,KLM,2 stops,"€1,705",31h 10m,13:25,07:35+2
2025-01-10,Turkish Airlines,2 stops,"€1,201",38h 40m,16:50,18:30+2
2025-01-10,KLM,3 stops,€905,27h 00m,17:25,07:25+2
2025-01-10,"Emirates, Qantas Airways",1 stop,"€1,628",22h 20m,13:10,22:30+1
2025-01-10,Qantas Airways,1 stop,"€1,669",22h 20m,13:10,22:30+1
2025-01-10,Turkish Airlines,2 stops,"€1,180",38h 40m,16:50,18:30+2
2025-01-10,Turkish Airlines,2 stops,"€1,180",40h 30m,15:00,18:30+2
2025-01-10,Multiple Airlines,2 stops,"€1,197",34h 10m,13:05,10:15+2
2025-01-10,Turkish Airlines,2 stops,"€1,428",29h 50m,16:50,09:40+2
2025-01-10,KLM,3 stops,"€1,285",33h 15m,13:25,09:40+2
2025-01-10,Turkish Airlines,2 stops,"€1,410",31h 40m,15:00,09:40+2
2025-01-10,Multiple Airlines,2 stops,"€1,197",35h 10m,12:05,10:15+2
2025-01-10,"Air France, T'way Air",2 stops,"€1,334",30h 35m,16:40,10:15+2
2025-01-10,"Emirates, Qantas Airways",1 stop,"€2,046",23h 10m,20:50,07:00+2
2025-01-10,Qantas Airways,1 stop,"€2,098",23h 10m,20:50,07:00+2
2025-01-10,"Emirates, Qantas Airways",1 stop,"€1,746",34h 45m,20:50,18:35+2
2025-01-10,"Finnair, Jetstar",3 stops,"€1,308",30h 55m,18:05,12:00+2
2025-01-11,KLM,3 stops,"€1,175",26h 50m,17:20,07:10+2
2025-01-11,Qantas Airways,1 stop,"€1,628",23h 10m,20:50,07:00+2
2025-01-11,"Emirates, Qantas Airways",1 stop,"€1,628",23h 10m,20:50,07:00+2
2025-01-11,Qantas Airways,1 stop,"€1,789",22h 20m,13:10,22:30+1
2025-01-11,"Emirates, Qantas Airways",1 stop,"€1,789",22h 20m,13:10,22:30+1
2025-01-11,Multiple Airlines,2 stops,"€1,723",25h 30m,18:30,07:00+2
2025-01-11,Etihad Airways,2 stops,"€1,808",25h 00m,08:25,20:25+1
2025-01-11,Etihad Airways,2 stops,"€1,834",25h 30m,08:25,20:55+1
2025-01-11,Qantas Airways,1 stop,"€1,628",30h 50m,13:10,07:00+2
2025-01-11,"Emirates, Qantas Airways",1 stop,"€1,628",30h 50m,13:10,07:00+2
2025-01-11,Etihad Airways,2 stops,"€1,834",26h 00m,08:25,21:25+1
2025-01-11,Etihad Airways,2 stops,"€1,834",26h 30m,08:25,21:55+1
2025-01-11,Air France,2 stops,"€1,824",26h 50m,16:40,06:30+2
2025-01-11,Etihad Airways,2 stops,"€1,808",27h 00m,08:25,22:25+1
